 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmg160_x[mDeg];bmg160_y[mDeg];bmg160_z[mDeg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];bmm150_x[microT];bmm150_y[microT];bmm150_z[microT];bmm150_res;bme280_temp[mDeg];bme280_press[Pa];bme280_hum[rh];max44009_bright[mLux];
165000;-29;97;1037;915;-1464;-14465;-44;108;1048;1281;-854;-14282;-88;35;18;6083;34480;100843;29;86040;
165200;5;150;1083;61;-2685;-16113;-28;122;1053;1037;-2258;-16113;-92;33;14;6082;34480;100842;29;87120;
165400;3;197;1056;488;-2380;-16235;-34;110;1053;549;-1953;-16235;-98;32;12;6084;34480;100842;29;88560;
165600;13;140;1033;976;-2563;-16662;-32;104;1013;1098;-2075;-16418;-104;31;10;6081;34480;100843;29;90360;
165800;-13;173;1082;610;-2136;-16418;-62;93;1056;915;-1953;-16235;-110;28;8;6082;34480;100842;30;92160;
166000;5;160;1052;-122;-1159;-16113;-20;123;1031;305;-915;-16052;-115;25;9;6081;34480;100843;30;94320;
166200;5;158;1039;1281;-1647;-13732;-30;141;1039;793;-1037;-13427;-121;23;7;6081;34480;100843;29;96480;
166400;0;136;1042;732;-1281;-9948;-57;152;1051;793;-976;-9704;-126;20;8;6082;34480;100843;29;97920;
166600;-1;169;1050;305;-1281;-6164;-70;147;1056;732;-854;-5981;-131;19;10;6084;34480;100843;29;99360;
166800;5;152;1080;305;-976;-3723;-17;131;1037;671;-366;-3601;-136;17;11;6082;34480;100843;30;99360;
167000;1;148;1042;-366;-1159;-3417;-44;137;1042;0;-671;-3295;-141;15;15;6083;34480;100843;29;100800;
167200;-9;146;1042;0;-1770;-6896;-68;103;1073;305;-1098;-6286;-146;14;19;6082;34480;100843;30;105120;
167400;-33;115;1052;-61;-1586;-14282;-94;83;1052;122;-1281;-14282;-150;11;23;6081;34480;100843;30;110160;
167600;5;78;1058;61;-2319;-17150;-51;102;1029;732;-1586;-17028;-152;7;29;6082;34480;100844;30;112320;
167800;3;181;1066;915;-2319;-17944;-67;115;1053;1525;-1831;-17822;-155;4;34;6083;34480;100844;30;119520;
168000;5;109;1046;427;-3723;-18310;-38;108;1027;915;-3173;-18188;-156;-1;41;6084;34480;100844;30;120960;
168200;3;162;1046;-549;-3234;-18371;-45;105;1045;976;-2746;-18127;-156;-9;48;6082;34480;100843;30;123120;
168400;11;134;1003;488;-3173;-18188;-14;104;1011;976;-2685;-18066;-154;-13;55;6081;34480;100844;30;124560;
168600;7;130;1005;915;-3540;-17578;-46;79;1046;1281;-3051;-17456;-151;-20;64;6083;34480;100843;30;124560;
168800;-27;136;1083;-183;-2014;-17333;-52;110;1065;305;-1403;-17089;-145;-23;70;6082;34480;100843;30;123120;
169000;3;134;1066;-122;-1892;-15563;-18;100;1028;427;-1586;-15502;-140;-28;77;6082;34480;100842;30;120240;
169200;7;166;1060;244;-2319;-14038;-15;117;1044;305;-1586;-13977;-133;-32;84;6082;34480;100842;30;118080;
169400;5;144;1041;-122;-1464;-10498;-11;119;1033;0;-793;-10253;-124;-34;89;6082;34480;100841;30;118080;
169600;0;160;1037;0;122;-7080;-34;123;1046;0;549;-7080;-116;-35;95;6083;34480;100842;30;112320;
169800;1;154;1070;0;-366;-4028;-48;139;1065;793;122;-3662;-112;-35;98;6082;34480;100841;30;102240;
170000;-9;148;1037;366;-305;-3967;-53;122;1037;122;0;-3784;-104;-35;101;6082;34480;100841;30;89280;
170200;7;150;1066;61;-1403;-3051;-46;106;1041;1037;-854;-3112;-95;-35;104;6081;34480;100842;30;87840;
170400;5;164;1023;-61;-1708;-2990;-45;116;1061;305;-1159;-2807;-87;-36;105;6081;34480;100843;30;88200;
170600;-9;160;1050;244;-1220;-1403;-68;137;1072;610;-732;-1159;-78;-35;107;6082;34480;100843;30;89280;
170800;3;128;1056;-488;-1037;-2014;-50;130;1035;-366;-549;-1831;-71;-34;106;6082;34480;100843;30;92880;
171000;-9;152;1085;-305;-122;-244;-53;116;1066;183;610;0;-63;-31;104;6083;34480;100844;30;99360;
171200;3;156;1074;-488;0;-549;-58;111;1055;-305;305;-488;-57;-30;101;6083;34480;100844;30;102960;
171400;5;154;1068;-61;-61;-1220;-20;125;1061;610;549;-732;-52;-27;97;6083;34480;100843;30;102240;
171600;5;167;1050;122;-1159;-1098;-40;107;1050;305;-549;-976;-47;-27;94;6083;34480;100843;30;100080;
171800;-19;162;1095;61;-183;-1098;-79;134;1075;366;0;-1098;-43;-23;89;6082;34470;100843;30;98640;
172000;33;146;1039;305;-1647;-915;1;123;1022;366;-732;-1098;-42;-22;86;6083;34470;100843;30;99360;
172200;5;136;1037;427;-854;-671;-37;117;1035;915;-244;-549;-40;-21;82;6083;34480;100842;30;102240;
172400;11;138;1111;610;-244;-1098;-20;97;1032;1159;244;-854;-39;-19;76;6082;34470;100842;30;92880;
172600;-1;97;1037;-305;-1342;-5554;-36;74;1032;-61;-854;-5554;-38;-19;73;6084;34470;100842;30;91080;
172800;-52;125;1054;1220;-2197;-15075;-111;94;1078;1464;-1953;-15197;-37;-15;71;6084;34470;100843;30;120960;
173000;-19;125;1033;366;-2685;-20996;-58;96;1030;671;-2258;-20935;-36;-14;68;6083;34470;100844;30;121680;
173200;7;101;1046;671;-3601;-21789;-67;115;1065;1220;-3295;-21667;-33;-11;67;6083;34470;100843;30;119520;
173400;-37;158;1068;244;-3051;-20812;-92;105;1084;1220;-3112;-20446;-32;-6;65;6082;34470;100842;30;115920;
173600;-23;113;1060;-305;-2319;-21911;-58;119;1043;183;-1831;-21789;-31;-3;64;6081;34470;100842;29;115200;
173800;-3;101;1060;0;-2807;-20629;-71;115;1069;915;-2258;-20568;-29;0;63;6082;34470;100842;29;115920;
174000;5;82;1082;61;-3356;-20080;-41;115;1030;488;-2685;-19958;-29;4;60;6082;34470;100843;29;115920;
174200;5;150;1044;366;-2990;-18920;-25;125;1039;671;-2502;-18798;-29;8;59;6083;34470;100844;29;115200;
174400;5;150;1052;-305;-3601;-17211;-33;102;1044;305;-2929;-17089;-28;13;59;6081;34470;100844;29;117360;
174600;0;173;1082;0;-2624;-13427;-55;135;1069;244;-2197;-13183;-29;16;60;6085;34470;100843;29;119520;
174800;5;95;1046;-122;-1892;-10559;-31;122;1032;0;-1403;-10559;-30;18;59;6083;34470;100843;29;128880;
175000;19;115;1033;244;-1159;-7324;-16;113;1020;366;-549;-7202;-29;22;59;6083;34470;100843;29;146880;
175200;11;146;1033;1098;-1586;-7324;-27;119;1045;1281;-793;-7080;-29;27;59;6082;34470;100842;29;156960;
175400;5;132;1066;549;-793;-7446;-41;123;1056;549;-305;-7385;-29;31;60;6081;34470;100843;29;166320;
175600;7;132;1007;61;-488;-7019;-25;111;1041;1037;122;-7019;-29;37;60;6082;34470;100842;29;174960;
175800;339;162;652;4333;-5249;-4272;105;30;787;5065;-4882;-4089;-27;39;60;6085;34470;100843;29;182160;
176000;-498;150;1232;-7385;1098;1159;-571;96;1120;-7202;1342;1037;-26;46;62;6083;34470;100842;29;188640;
176200;-138;195;1121;2197;1586;-2807;-161;195;1083;2624;1953;-2441;-23;51;60;6083;34470;100840;29;192960;
176400;-162;158;1226;-2258;-183;-793;-159;165;1176;-2380;427;-549;-20;54;59;6084;34470;100840;29;197280;
176600;-5;56;986;488;-1464;-671;-97;64;1026;366;-1037;-427;-18;56;59;6083;34470;100840;29;198720;
176800;-158;298;982;4577;1220;10131;0;227;1015;2380;4394;8972;-15;60;55;6083;34470;100841;29;198720;
177000;152;140;1082;366;-4394;1159;60;109;1095;1220;-2807;549;-10;63;52;6083;34470;100842;29;198720;
177200;-46;126;974;-1708;-1586;-183;-108;138;1042;-1281;-854;-122;-7;66;48;6083;34470;100841;29;195840;
177400;-109;72;1185;-3051;2807;-610;-120;95;1195;-671;2075;-244;-4;70;43;6083;34470;100841;29;187200;
177600;-93;119;1105;-1525;2990;3417;-81;76;1088;-1586;3845;3784;-3;72;36;6082;34470;100841;29;179280;
177800;17;144;1029;-610;2258;2014;21;164;1035;-305;2746;2197;-1;74;29;6082;34460;100841;29;177840;
178000;78;123;1072;-793;-305;427;21;120;1035;-488;244;488;0;77;22;6083;34460;100840;30;183600;
178200;-29;152;1089;793;122;793;-74;119;1044;1098;427;976;0;79;15;6082;34470;100840;29;188640;
178400;-3;166;1039;-732;915;-671;-61;120;1049;-183;1464;-549;-3;81;6;6082;34460;100840;29;191520;
178600;5;121;1082;-366;-671;-671;-42;111;1036;-915;61;-366;-7;84;-1;6083;34460;100839;29;192960;
178800;-13;158;1035;610;305;1281;-71;141;1101;732;610;1525;-11;84;-10;6083;34460;100840;29;195840;
179000;-74;195;1087;-549;671;549;-121;117;1108;-732;1098;793;-18;86;-17;6083;34460;100840;29;197280;
179200;-5;162;1031;-61;-915;1037;-78;134;1053;61;-549;1220;-25;87;-22;6082;34460;100841;29;198720;
179400;5;134;1054;-1037;-427;671;-37;114;1060;-976;122;549;-31;87;-29;6083;34460;100841;29;200160;
179600;3;146;1080;427;-1159;1098;-47;132;1040;854;-732;1342;-39;87;-33;6084;34460;100840;29;201600;
179800;-5;134;1060;183;-1159;-1037;-75;85;1091;488;-732;-854;-47;87;-36;6083;34460;100840;29;204480;
180000;-15;103;1046;183;-1953;-8850;-61;64;1035;488;-1342;-9033;-55;87;-37;6083;34460;100842;29;205920;
180200;-1;113;1093;793;-2075;-17700;-45;91;1069;1098;-1647;-17578;-65;85;-35;6084;34460;100842;29;208800;
180400;-35;105;1101;0;-2075;-20996;-70;86;1062;183;-1525;-20996;-74;82;-31;6082;34460;100843;29;213120;
180600;9;134;1052;122;-2014;-21301;-5;124;1034;549;-1281;-21240;-84;79;-25;6083;34460;100843;29;220320;
180800;5;111;1054;671;-3173;-20874;-26;107;1042;732;-2502;-20751;-91;76;-20;6085;34460;100842;29;228960;
181000;-1;109;1017;1831;-1403;-21362;-65;94;1017;1220;-915;-21240;-97;71;-14;6084;34460;100842;29;236160;
181200;9;89;1072;-244;-2868;-20935;-44;83;1031;427;-2319;-20874;-102;64;-4;6083;34460;100842;29;244800;
181400;-27;148;1089;976;-2014;-20324;-54;118;1056;1586;-1281;-20202;-104;58;2;6083;34460;100842;29;250560;
181600;-1;115;1126;1098;-1953;-17578;-48;148;1068;1342;-1342;-17456;-104;51;11;6083;34460;100843;29;256320;
181800;3;125;1035;1342;-2563;-15380;-57;138;1004;1647;-2197;-15319;-104;44;18;6082;34460;100843;29;259200;
182000;-15;175;1027;793;-2197;-13305;-65;132;1049;1281;-1647;-13061;-102;39;26;6083;34450;100842;29;263520;
182200;-7;175;1072;488;-1708;-9765;-57;143;1059;793;-1220;-9582;-99;35;32;6083;34460;100843;29;267840;
182400;-1;156;1068;-183;-1403;-7446;-45;145;1029;671;-854;-7507;-95;30;40;6084;34450;100843;29;272160;
182600;-31;181;1095;-183;-1586;-4638;-72;147;1065;610;-976;-4699;-90;25;45;6084;34460;100842;29;277920;
182800;5;146;1054;-610;-1586;-4516;-44;109;1028;122;-1098;-4394;-83;22;49;6083;34450;100841;29;283680;
183000;-1;148;1046;-732;-915;-3540;-55;143;1034;-244;-366;-3479;-77;19;52;6084;34450;100841;29;289440;
183200;1;177;1023;-305;-915;-2502;-56;123;1042;244;-366;-2319;-72;17;56;6083;34450;100841;29;295200;
183400;3;148;1056;-183;-488;-1831;-56;140;1049;122;61;-1525;-68;12;57;6081;34450;100840;29;300960;
183600;56;142;1054;-305;-1281;-244;16;122;998;122;-732;0;-65;10;56;6083;34450;100840;29;305280;
183800;9;185;1017;183;-183;3479;-32;160;1006;549;427;3845;-60;8;59;6082;34450;100841;29;308160;
184000;23;189;1054;61;976;12329;-15;171;1045;-122;1647;12756;-56;6;59;6081;34450;100840;29;308160;
184200;-15;167;1109;-915;2075;17700;-43;175;1070;-244;2502;17822;-51;4;59;6084;34450;100841;29;312480;
184400;-3;121;1044;-1037;1464;19165;-54;123;1012;-671;2197;19470;-49;2;57;6084;34450;100841;29;315360;
184600;-37;109;1041;-183;3112;21118;-86;129;1052;549;3784;21423;-48;0;57;6083;34450;100841;29;300960;
184800;-17;240;1134;915;2563;19531;-19;174;1028;1586;3112;19714;-46;-1;56;6083;34450;100841;29;326880;
185000;3;93;1025;-1342;2685;19714;-64;88;1010;-427;3173;20019;-44;-4;54;6084;34450;100842;29;319680;
185200;-21;214;1105;-915;2319;20080;-60;160;1071;-732;2990;20141;-44;-4;52;6083;34450;100842;29;316800;
185400;7;123;1029;-427;2197;18493;-12;107;976;-61;2624;18737;-43;-7;50;6084;34450;100840;29;312480;
185600;-23;154;1050;854;1220;16601;-97;134;1052;1403;1831;16967;-42;-10;47;6083;34450;100840;29;305280;
185800;-21;140;1054;-1403;1403;13305;-80;108;1057;-915;1831;13549;-44;-14;44;6082;34440;100840;29;288000;
186000;7;144;1052;61;1281;10864;-22;99;990;305;1586;11047;-44;-17;42;6082;34450;100840;29;285120;
186200;3;158;1031;305;610;8483;-54;103;1046;793;976;8728;-44;-20;41;6081;34440;100840;29;280800;
186400;-72;181;1105;-183;305;6042;-120;142;1077;244;976;6225;-47;-23;38;6083;34440;100840;29;277920;
186600;3;136;1042;-1037;-61;3784;-43;108;1045;-488;549;4028;-47;-25;36;6083;34440;100840;29;273600;
186800;3;136;1033;244;-610;4455;-62;112;1035;488;61;4516;-48;-29;33;6082;34440;100841;29;267840;
187000;5;136;1066;-244;-610;3112;-32;116;1063;122;122;3356;-50;-32;31;6083;34440;100841;29;259200;
187200;-3;140;1033;305;-671;2563;-68;103;1041;793;-305;2746;-51;-35;31;6083;34440;100841;29;253440;
187400;-11;169;1072;122;-549;1892;-58;132;1057;671;183;1953;-52;-39;29;6085;34440;100841;29;246240;
187600;5;138;1062;-305;-244;183;-38;119;1038;183;366;366;-52;-44;28;6084;34440;100842;29;240480;
187800;11;126;1017;-366;-488;549;-3;107;1039;0;-122;793;-51;-48;26;6084;34440;100842;29;234720;
188000;17;144;1054;0;488;610;0;116;1036;915;854;732;-52;-51;24;6083;34440;100841;29;228960;
188200;13;136;1019;854;-183;1525;-31;117;1029;1831;427;1586;-55;-56;21;6083;34430;100842;29;226080;
188400;-15;144;1083;1098;-1098;1525;-89;130;1096;976;-305;1708;-56;-60;21;6084;34430;100842;29;220320;
188600;5;113;1064;-1098;366;366;-49;104;1061;-793;854;549;-56;-65;19;6084;34430;100842;29;214560;
188800;0;173;1050;244;-305;366;-50;103;1061;610;122;610;-57;-69;18;6084;34430;100842;29;208800;
189000;-7;125;1089;549;-244;305;-67;104;1042;976;305;549;-60;-73;16;6084;34430;100843;29;201600;
189200;-27;146;1093;-915;-732;183;-61;148;1084;-488;-61;366;-63;-77;17;6084;34430;100843;29;197280;
189400;3;134;1027;305;61;-488;-31;122;1015;305;732;-305;-66;-80;15;6084;34430;100843;29;191520;
189600;5;134;1052;976;-549;305;-39;96;1046;854;-61;366;-66;-83;15;6084;34430;100844;29;185760;
189800;-11;154;1087;366;-61;305;-60;100;1051;-549;488;671;-70;-85;14;6083;34430;100843;29;178560;
190000;5;148;1015;976;-1281;-122;-54;115;1059;976;-671;244;-72;-88;15;6084;34430;100838;29;174240;
190200;11;164;1013;183;-549;-1403;-32;126;999;1037;-61;-1342;-74;-88;15;6083;34430;100838;29;169920;
190400;7;105;1050;-305;549;-1037;-36;92;1064;-61;915;-915;-75;-91;15;6082;34430;100839;29;162720;
190600;-19;130;1058;122;61;427;-69;126;1069;549;549;610;-78;-92;14;6083;34430;100839;29;155520;
190800;-19;210;1072;244;183;1281;-66;142;1064;1586;915;1525;-81;-92;15;6083;34430;100840;29;149040;
191000;7;183;1013;854;-366;366;-42;112;1018;1220;0;488;-83;-94;17;6084;34430;100840;29;142560;
191200;5;128;1080;0;-122;183;-41;115;1063;488;488;427;-87;-94;17;6082;34430;100840;29;138240;
191400;-15;144;1060;-183;183;-1220;-48;123;1050;610;732;-976;-90;-94;19;6085;34430;100840;29;133200;
191600;-33;132;1054;0;61;-1892;-82;121;1064;610;732;-1708;-94;-92;21;6084;34430;100841;29;128160;
191800;1;72;1056;427;244;-1647;-68;117;1082;549;793;-1464;-96;-92;21;6084;34420;100841;29;124560;
192000;5;205;1037;-915;-793;-1770;-33;132;1029;-427;-61;-1770;-98;-90;24;6084;34420;100842;29;119520;
192200;-21;183;1066;-366;610;-732;-54;110;1077;488;1342;-305;-102;-89;27;6083;34420;100842;29;116640;
192400;-33;171;1050;-305;-183;854;-80;129;1056;-183;244;1098;-104;-88;31;6085;34420;100841;29;112320;
192600;-15;150;1072;244;-427;1159;-98;134;1069;305;-305;1159;-108;-84;34;6084;34420;100841;29;108000;
192800;-17;113;1050;183;-427;976;-79;109;1019;488;61;1098;-109;-82;40;6085;34420;100841;29;105120;
193000;5;115;1044;-488;-244;671;-45;125;1050;-183;305;854;-112;-79;47;6083;34420;100841;29;102960;
193200;-7;160;1064;-732;671;366;-48;114;1057;-244;1220;671;-112;-77;53;6084;34420;100840;29;100800;
193400;-25;154;1074;61;793;427;-68;132;1051;610;1464;732;-112;-75;59;6083;34420;100841;29;100080;
193600;-44;181;1062;-305;366;0;-87;128;1075;-122;610;122;-109;-71;66;6085;34420;100841;29;98640;
193800;-13;154;1074;-61;244;-488;-53;153;1048;-366;1037;-122;-106;-70;73;6085;34420;100842;29;97920;
194000;-19;109;1046;-427;-1342;244;-62;98;1030;244;-488;366;-100;-67;80;6083;34420;100843;29;95760;
194200;-7;109;1039;-183;-1342;-1037;-64;84;1000;183;-732;-854;-95;-66;86;6085;34420;100844;29;91440;
194400;0;179;1062;-183;-1220;-366;-36;122;1063;549;-610;0;-86;-64;90;6085;34410;100844;29;88920;
194600;7;173;1033;-305;-1647;61;-40;106;1034;183;-1037;122;-77;-63;95;6083;34410;100843;29;86040;
194800;5;126;1035;-122;-1708;-549;-53;127;1044;244;-1525;-305;-69;-63;95;6084;34410;100843;29;84240;
195000;0;173;1044;671;-1281;-427;-70;127;1050;1098;-1098;-305;-59;-62;96;6084;34410;100843;29;82080;
195200;-3;119;1121;-488;-671;-549;-65;143;1084;366;-305;-427;-51;-61;96;6084;34410;100843;29;80280;
195400;-3;160;1041;915;-366;-183;-38;129;1009;305;122;-61;-43;-61;95;6083;34410;100839;29;78840;
195600;-23;152;1037;-122;671;122;-55;108;1033;976;1281;244;-36;-64;91;6084;34410;100839;29;78480;
195800;-31;152;1050;-366;976;122;-82;124;1070;-305;1220;366;-30;-65;87;6085;34410;100839;29;76680;
196000;-9;150;1054;305;183;-183;-41;111;1052;549;854;183;-25;-66;83;6086;34410;100840;29;76680;
196200;-1;107;1074;-793;-488;-1220;-44;121;1049;-366;183;-976;-20;-68;75;6086;34410;100841;29;75960;
196400;-44;167;1033;-610;-305;-5310;-96;94;1078;-244;122;-5187;-17;-70;71;6085;34410;100841;29;76320;
196600;-31;109;1033;-427;-1647;-12207;-68;61;1068;-61;-1342;-12268;-15;-71;63;6085;34410;100842;29;76320;
196800;7;48;1044;-244;-2807;-18859;-33;75;1049;0;-2075;-18737;-9;-72;58;6084;34410;100842;29;75960;
197000;7;187;1029;854;-2685;-20324;-34;121;1025;915;-2197;-20385;-7;-71;54;6085;34410;100842;29;77400;
197200;3;95;1015;1647;-3845;-19958;-73;90;1044;2258;-3784;-19653;0;-68;48;6086;34410;100842;29;78840;
197400;-11;134;1076;183;-1586;-19958;-83;85;1087;1220;-1281;-19775;4;-67;41;6085;34400;100842;29;81360;
197600;5;93;1068;244;-2563;-20080;-51;121;1054;-61;-1831;-20080;9;-66;35;6084;34400;100842;29;82800;
197800;-3;187;1029;61;-2685;-19592;-69;100;1054;854;-2441;-19653;14;-63;29;6086;34400;100842;29;87480;
198000;3;148;1039;-305;-2014;-18920;-64;117;1051;61;-1708;-18920;16;-60;22;6086;34400;100842;29;101520;
198200;7;99;1041;976;-1831;-17211;-34;107;1060;1342;-1342;-17028;20;-57;15;6082;34400;100842;30;107280;
198400;-9;154;1062;-183;-2258;-13854;-110;82;1068;244;-1953;-13671;21;-54;9;6086;34400;100843;30;112320;
198600;-7;173;1095;-671;-1464;-10375;-61;71;1105;0;-976;-10131;21;-51;2;6084;34400;100842;30;124560;
198800;-7;187;1033;0;-2075;-4943;-59;122;1055;-122;-1708;-4638;20;-51;-4;6085;34400;100843;30;132480;
199000;7;152;1003;915;-3601;-6164;-65;138;1041;1281;-3479;-6286;18;-51;-9;6087;34400;100843;30;146880;
199200;-15;113;1085;-915;-1464;-16235;-61;62;1063;427;-915;-16113;16;-51;-15;6086;34400;100843;30;133920;
199400;-11;101;1072;1464;-2929;-18737;-80;96;1084;1403;-2502;-19104;13;-49;-21;6086;34400;100845;30;136800;
199600;0;164;1058;488;-2624;-20324;-43;129;1063;1464;-2197;-20385;13;-44;-26;6086;34390;100844;30;134640;
199800;0;128;1078;-183;-3112;-20812;-59;105;1082;305;-2563;-20690;11;-40;-31;6084;34390;100844;30;159840;
200000;5;121;1072;-732;-2746;-21423;-37;104;1040;-183;-2380;-21179;10;-34;-35;6084;34390;100844;30;164160;
200200;-19;187;1072;427;-2868;-19775;-84;117;1071;854;-2380;-19653;9;-30;-38;6086;34390;100844;30;158400;
200400;-37;152;1082;-122;-2563;-18737;-88;105;1070;427;-2258;-18676;7;-27;-41;6086;34390;100844;30;151920;
200600;0;97;1037;610;-2929;-19042;-57;102;1038;1281;-2502;-18981;4;-23;-45;6084;34390;100841;30;144720;
200800;-25;185;1082;366;-1708;-16967;-75;130;1097;427;-1586;-16967;1;-19;-47;6086;34390;100841;30;138960;
201000;3;152;1039;-183;-2746;-15625;-51;112;1043;610;-2136;-15563;0;-16;-51;6086;34390;100841;30;140400;
201200;15;89;1037;244;-2075;-13427;-34;122;1060;0;-1647;-12939;-3;-13;-52;6084;34390;100841;30;166320;
201400;3;144;1070;61;-1770;-9704;-54;128;1063;-305;-1281;-9582;-6;-13;-53;6085;34390;100841;30;216000;
201600;0;152;1035;244;-1281;-6958;-60;141;1022;793;-671;-6713;-12;-11;-54;6084;34390;100841;30;270720;
201800;7;126;1037;-671;-1220;-4150;-34;107;1055;-366;-671;-3967;-16;-11;-57;6085;34380;100841;30;280800;
202000;13;123;1052;305;-793;-2929;-11;100;1036;793;-244;-2685;-22;-12;-56;6083;34380;100843;30;293760;
202200;11;152;1074;0;-122;-2807;-25;112;1039;305;366;-2685;-28;-13;-56;6085;34380;100842;30;288000;
202400;7;156;1019;488;-671;-976;-46;115;1008;976;-61;-671;-35;-13;-56;6086;34380;100842;30;286560;
202600;5;121;1089;-366;-305;-61;-40;108;1069;0;366;61;-39;-12;-54;6085;34380;100843;30;302400;
202800;-1;158;1074;-305;-854;-854;-62;137;1055;366;-244;-793;-44;-12;-53;6085;34380;100843;30;302400;
203000;-27;146;1072;-549;-366;-1525;-84;133;1079;-305;-122;-1342;-50;-10;-51;6084;34380;100844;30;300960;
203200;-3;126;1091;-61;-366;-1037;-65;111;1047;732;-61;-732;-55;-10;-49;6084;34370;100844;30;300960;
203400;-7;103;1064;427;-305;-1037;-72;97;1033;915;488;-854;-61;-8;-44;6087;34370;100842;30;300960;
203600;-39;134;1082;-122;-732;-976;-88;106;1078;-61;-244;-854;-66;-5;-40;6085;34370;100842;30;299520;
203800;-15;121;1103;-305;-1159;-5126;-49;94;1036;305;-549;-4943;-69;-4;-35;6084;34370;100842;30;298080;
204000;-23;119;1052;793;-2136;-12084;-82;88;1063;1220;-1892;-12023;-73;-4;-33;6086;34370;100842;30;295200;
204200;-27;142;1089;-976;-2258;-17456;-58;85;1057;-915;-1708;-17333;-76;-1;-28;6086;34370;100843;30;290880;
204400;25;195;1046;488;-2807;-17883;0;112;1041;793;-2075;-17822;-80;-1;-25;6086;34370;100843;30;282240;
204600;9;105;1011;1342;-3356;-18371;-35;89;1046;2380;-2746;-18066;-84;0;-19;6085;34370;100844;30;223200;
204800;5;91;1054;-61;-2624;-18432;-54;94;1035;-183;-2014;-18371;-88;2;-14;6086;34370;100845;30;213120;
205000;-15;148;1066;915;-2136;-17395;-69;124;1065;488;-1831;-17272;-91;1;-9;6087;34370;100845;30;204480;
205200;5;150;1031;1037;-2563;-16723;-47;108;1025;1586;-2014;-16479;-94;1;-4;6087;34370;100842;30;194400;
205400;7;140;1062;305;-1403;-16784;-26;85;1055;488;-1037;-16784;-95;1;2;6088;34370;100842;30;184320;
205600;-3;117;1076;-61;-1770;-14709;-51;136;1057;244;-1342;-14526;-98;0;8;6087;34370;100842;30;178560;
205800;1;148;1037;488;-122;-10314;-49;129;1020;732;549;-10192;-99;0;15;6087;34360;100842;30;172080;
206000;7;121;1054;366;-122;-8728;-16;98;1039;732;366;-8728;-100;2;21;6087;34360;100842;30;166320;
206200;1;99;1089;976;-2624;-14526;-59;69;1031;1525;-1953;-14648;-102;2;27;6086;34360;100842;30;156960;
206400;0;74;1056;1342;-2990;-21545;-69;83;1044;1953;-2441;-21423;-103;1;36;6087;34360;100842;30;148320;
206600;-23;103;1064;122;-2624;-24963;-58;96;1051;549;-2258;-24841;-103;-1;42;6086;34360;100844;30;141120;
206800;-3;101;1058;976;-2929;-23742;-59;115;1043;1342;-2441;-23742;-103;-2;48;6086;34360;100843;30;133200;
207000;5;171;1000;2014;-5187;-21728;-99;92;1057;1892;-4821;-21545;-102;-4;53;6085;34360;100844;30;127440;
207200;-76;35;1220;-4333;-1770;-23681;-66;204;1055;-3601;-1403;-23315;-100;-7;59;6088;34350;100845;30;122400;
207400;23;167;968;915;-3845;-21850;6;132;957;1586;-3234;-21545;-96;-11;66;6087;34350;100844;30;113040;
207600;5;111;1072;1098;-3234;-20385;-42;52;1080;1770;-2563;-20263;-93;-13;71;6087;34350;100843;30;109440;
207800;-17;199;1041;-183;-3479;-20629;-64;171;1031;61;-2990;-20629;-86;-16;75;6087;34350;100844;30;106560;
208000;-11;117;1087;-305;-3234;-19287;-78;94;1068;427;-2624;-18981;-79;-19;79;6088;34350;100841;30;102960;
208200;1;140;1031;-488;-2441;-15563;-62;129;1020;-244;-1953;-15563;-70;-20;81;6087;34340;100841;30;99360;
208400;-7;167;1056;-61;-1403;-12207;-46;120;1050;732;-854;-12145;-62;-21;83;6087;34340;100841;30;97920;
208600;11;138;1033;0;-793;-8911;-32;119;1064;244;-366;-8850;-53;-21;86;6087;34340;100842;30;96480;
208800;-19;177;1082;0;-793;-5065;-75;125;1077;244;-244;-5004;-43;-20;87;6088;34340;100842;30;95040;
209000;11;134;1048;-61;-915;-4333;-41;114;1025;427;-488;-4150;-35;-20;86;6087;34340;100843;30;95040;
209200;5;126;1060;183;-610;-3356;-41;117;1058;732;-305;-3234;-25;-20;85;6088;34340;100843;30;93600;
209400;5;132;1070;366;-549;-3112;-63;122;1049;732;-183;-2990;-17;-18;82;6087;34340;100844;30;92880;
209600;5;138;1042;-427;-488;-3845;-42;117;1058;-61;0;-3662;-10;-17;77;6088;34340;100844;30;91800;
209800;5;150;1048;427;-244;-2746;-35;109;1051;1037;427;-2441;-4;-17;72;6088;34340;100845;30;91080;
210000;-7;123;1082;-427;-122;-2563;-69;128;1076;0;305;-2380;2;-15;65;6088;34330;100844;30;90720;
210200;-1;121;1027;-183;-427;-1770;-71;95;1052;-366;366;-1525;6;-14;57;6089;34330;100844;30;90360;
210400;0;154;968;-1586;244;-549;-41;162;1081;427;427;-122;8;-11;50;6089;34330;100845;30;90360;
210600;48;76;1062;-488;-1281;-549;17;96;1015;-122;-793;-549;10;-11;46;6087;34330;100845;30;90360;
210800;13;132;1044;61;-854;305;-23;100;1032;366;-366;671;10;-10;39;6086;34330;100846;30;90360;
