 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmg160_x[mDeg];bmg160_y[mDeg];bmg160_z[mDeg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];bmm150_x[microT];bmm150_y[microT];bmm150_z[microT];bmm150_res;bme280_temp[mDeg];bme280_press[Pa];bme280_hum[rh];max44009_bright[mLux];
80000;21;148;1078;366;-122;2990;-3;134;1033;305;732;3173;-47;84;1;6076;34590;100842;29;138960;
80200;0;146;1046;427;549;1770;-35;103;1035;732;1464;1892;-48;85;-2;6077;34590;100842;29;138240;
80400;-21;187;1052;366;183;488;-53;156;1077;1098;732;671;-51;87;-4;6077;34590;100841;29;129600;
80600;7;146;1048;366;-549;-793;-59;113;1056;610;0;-549;-53;87;-5;6077;34590;100841;30;116640;
80800;5;164;1083;-61;-549;-915;-33;122;1065;0;-122;-854;-54;87;-7;6076;34590;100840;30;112320;
81000;5;169;1070;-366;366;-488;-19;115;1050;-183;1037;-427;-57;86;-8;6076;34590;100842;30;115200;
81200;1;93;1085;488;427;-244;-67;113;1051;976;976;-61;-58;88;-9;6077;34590;100841;30;132480;
81400;-9;181;1070;-549;-183;-793;-72;141;1075;-122;183;-671;-61;87;-10;6077;34590;100841;30;140400;
81600;5;158;1037;183;-305;-610;-23;123;1024;549;366;-488;-64;87;-9;6075;34590;100841;30;144000;
81800;-1;199;1105;-976;427;427;-59;178;1135;-671;1159;793;-69;88;-8;6078;34590;100843;30;146880;
82000;-1;144;1042;-366;732;1342;-71;124;1054;244;1037;1586;-70;87;-8;6076;34590;100843;30;146160;
82200;-27;156;1072;-122;305;1647;-73;109;1078;-183;732;1892;-71;87;-6;6076;34590;100843;30;145440;
82400;-5;134;1017;-366;-854;2014;-73;147;1074;61;-244;2197;-72;85;-4;6077;34590;100843;30;144000;
82600;1;140;1041;366;-61;2319;-58;119;1057;854;427;2563;-73;84;-2;6076;34590;100843;30;143280;
82800;-17;150;1056;-305;-366;2014;-57;119;1033;61;183;2258;-74;83;0;6076;34590;100843;30;141840;
83000;17;142;1046;122;-671;915;-11;118;1033;427;-61;1098;-73;81;2;6074;34590;100842;30;140400;
83200;5;150;1041;244;-671;-61;-53;109;1025;610;-366;61;-74;79;5;6075;34590;100841;30;138960;
83400;-15;156;1082;-122;-122;-915;-77;117;1055;183;488;-671;-73;76;7;6076;34590;100841;30;139680;
83600;3;152;1048;122;-671;-1953;-57;130;1039;488;-61;-1831;-74;74;9;6078;34590;100841;30;138960;
83800;5;173;1052;-61;-915;-1586;-41;131;1050;793;-549;-1403;-73;72;10;6079;34590;100840;30;138240;
84000;1;126;1013;-366;-1464;-1770;-86;127;1021;0;-732;-1708;-73;68;13;6077;34590;100840;30;138240;
84200;7;173;1031;-793;-1098;-1770;-49;127;1066;-549;-671;-1525;-71;65;13;6077;34590;100840;30;136800;
84400;3;154;1064;-854;-183;-793;-64;101;1065;-549;183;-610;-70;63;15;6076;34590;100839;30;136800;
84600;-5;144;1052;854;-1159;-244;-58;123;1022;1220;-610;-122;-69;61;16;6078;34590;100840;30;135360;
84800;1;164;1074;-122;-854;-427;-48;155;1051;305;-244;-366;-70;58;16;6077;34590;100840;30;133920;
85000;41;107;1023;-244;-1159;-488;2;102;1027;61;-549;-366;-69;57;15;6076;34590;100840;29;131760;
85200;15;148;1041;244;-244;610;-22;121;1035;549;244;793;-70;56;15;6077;34600;100839;30;131040;
85400;146;273;222;8422;-20812;9033;-607;125;1261;11047;-21667;10192;-70;54;15;6077;34600;100839;30;129600;
85600;-292;-13;1287;-2624;2380;366;-434;78;1308;-793;976;549;-71;54;15;6078;34600;100840;30;128160;
85800;-52;167;1015;-1586;2868;976;-77;144;1040;-366;3662;1037;-72;54;15;6076;34600;100840;30;123120;
86000;39;175;1107;183;2502;1220;29;131;1077;610;2929;1220;-74;53;14;6078;34600;100840;30;120240;
86200;7;175;1009;-244;1953;1525;-18;121;1013;305;2441;1586;-76;53;14;6077;34600;100840;30;119520;
86400;-60;261;1046;549;4089;1831;-27;140;1008;1281;4577;2441;-79;52;14;6076;34600;100840;30;120240;
86600;54;169;1056;-915;-854;-488;6;126;1081;-488;-244;-427;-83;51;14;6076;34600;100841;30;111600;
86800;5;136;1039;-732;-1586;1037;-43;84;1027;-549;-1098;1220;-85;50;15;6076;34600;100840;30;111600;
87000;-13;134;1025;-244;-1220;2136;-72;114;1038;122;-793;2197;-88;51;16;6077;34600;100840;30;114480;
87200;-52;167;1109;-488;-122;1770;-66;131;1070;-122;427;1892;-89;51;18;6077;34600;100840;30;115200;
87400;0;148;1037;-549;-1281;-122;-41;104;1007;-61;-610;61;-92;51;21;6077;34600;100839;30;89640;
87600;7;128;1035;0;-305;-61;-26;107;1054;671;61;122;-94;50;24;6077;34600;100839;30;90720;
87800;-11;136;1080;-549;-183;-2258;-52;106;1047;-61;366;-2014;-95;51;29;6077;34600;100839;30;91440;
88000;5;125;1019;244;-1647;-10437;-15;65;1010;793;-1464;-10192;-97;51;30;6077;34600;100839;30;92880;
88200;5;136;1019;1037;-3173;-19470;-47;74;1019;1586;-2746;-19348;-99;48;33;6076;34600;100839;30;104400;
88400;-21;140;1058;915;-2624;-23498;-57;92;1055;1647;-2136;-23498;-102;46;37;6076;34600;100839;30;96480;
88600;-1;140;1042;793;-3784;-25390;-32;97;1045;976;-3112;-25390;-106;43;40;6077;34600;100840;30;56520;
88800;21;150;1029;488;-3051;-24230;-10;112;1034;854;-2502;-24169;-108;39;42;6076;34600;100841;30;55800;
89000;-3;158;1083;732;-3173;-23803;-76;115;1054;1098;-2502;-23742;-111;37;45;6077;34600;100842;29;56880;
89200;3;121;1095;-122;-2441;-23437;-37;98;1060;366;-1770;-23559;-112;32;47;6076;34600;100841;29;58680;
89400;-13;183;1044;488;-2868;-22033;-49;133;1036;1342;-2380;-21972;-113;29;50;6077;34600;100842;29;60120;
89600;7;140;1048;1525;-2685;-20385;-27;107;1059;1647;-2258;-20751;-113;27;52;6075;34600;100841;29;62280;
89800;-3;164;1074;-61;-2197;-18432;-52;96;1060;61;-1831;-18432;-113;23;55;6076;34600;100842;29;65520;
90000;-15;154;1046;366;-1342;-15686;-52;128;1060;488;-732;-15625;-113;22;57;6077;34600;100843;29;68400;
90200;0;111;1097;-427;-2197;-12451;-51;117;1035;244;-1525;-12207;-113;20;61;6077;34600;100843;29;72000;
90400;7;117;1037;366;-1220;-7690;-20;129;1048;1098;-854;-7629;-111;19;61;6076;34600;100842;29;72000;
90600;-5;164;1050;-122;-976;-5615;-50;136;1056;183;-305;-5432;-109;21;65;6077;34600;100841;29;69120;
90800;-31;154;1070;0;-427;-3417;-69;129;1067;-488;366;-3173;-107;22;67;6078;34600;100843;29;65520;
91000;-25;169;1041;427;-793;-1770;-69;118;1059;610;-61;-1831;-103;23;67;6077;34610;100843;29;63720;
91200;1;189;1052;854;-305;-1525;-71;121;1080;1159;305;-1403;-99;25;69;6078;34610;100843;29;63360;
91400;-31;169;1107;-183;61;-2441;-60;140;1070;244;488;-2319;-94;26;70;6076;34610;100843;29;63000;
91600;5;138;1041;61;-1953;-2136;-51;118;1020;488;-1403;-1892;-90;28;69;6077;34610;100842;29;70560;
91800;5;115;1027;-61;-793;-2380;-37;103;1026;305;-305;-2380;-86;28;67;6076;34610;100843;29;82080;
92000;3;140;1091;-61;61;-3356;-29;93;1049;549;854;-3234;-83;30;63;6076;34600;100844;29;88200;
92200;-1;158;1085;1098;-854;-3295;-52;120;1058;1403;-305;-3051;-79;31;61;6076;34610;100843;29;89280;
92400;0;140;1021;427;-1953;-5004;-78;113;1050;488;-1647;-4882;-76;32;56;6077;34610;100843;29;88920;
92600;0;210;1046;-183;-793;-4272;-79;112;1066;244;-427;-3967;-76;32;51;6075;34610;100843;29;88560;
92800;5;148;1085;-793;122;-3479;-41;138;1054;549;488;-3234;-75;33;46;6076;34610;100843;29;88200;
93000;3;146;1056;-488;-976;-305;-57;134;1081;0;-427;-122;-74;33;42;6076;34610;100842;29;87480;
93200;7;158;1033;183;-610;1098;-26;131;1048;244;0;1403;-76;34;36;6074;34610;100842;29;86400;
93400;7;101;1041;305;-427;-488;-22;97;1041;854;122;-183;-78;35;32;6076;34610;100843;29;84960;
93600;-5;166;1041;610;-2197;-5371;-59;80;1028;1647;-1831;-5371;-80;35;26;6074;34610;100842;29;83880;
93800;5;87;1042;122;-2075;-11779;-50;95;1041;1037;-1831;-11596;-83;35;21;6076;34610;100843;29;84240;
94000;7;148;1072;671;-2563;-14221;-36;108;1063;1037;-2136;-14160;-88;34;20;6077;34610;100842;29;85320;
94200;7;146;1052;732;-2990;-16052;-31;97;1043;1220;-2441;-15991;-94;33;15;6076;34610;100842;29;86760;
94400;7;148;1033;1953;-2807;-16357;-40;117;1045;2380;-2258;-16113;-99;32;13;6076;34610;100842;29;87480;
94600;5;115;1052;305;-2563;-15930;-45;121;1063;1220;-2014;-15808;-105;29;11;6076;34610;100842;29;89640;
94800;1;175;1027;-610;-1892;-16418;-36;118;1061;-305;-1403;-16235;-108;29;9;6077;34610;100841;29;91440;
95000;-11;146;1025;183;-1647;-16113;-43;114;1023;-61;-1159;-15991;-113;27;7;6078;34610;100842;29;93600;
95200;5;140;1066;-427;-1525;-14465;-14;112;1054;0;-671;-14160;-120;24;7;6076;34610;100842;29;95760;
95400;19;169;1060;61;-488;-11230;-10;148;1042;244;183;-10925;-124;21;8;6077;34610;100841;29;97200;
95600;7;148;1068;0;-1770;-7263;-38;115;1060;793;-1037;-6835;-130;20;9;6076;34610;100842;29;97920;
95800;-39;130;1076;-183;-854;-4516;-94;117;1063;854;-427;-4333;-135;16;11;6076;34610;100840;29;98640;
96000;-13;154;1080;305;-488;-3112;-82;142;1056;732;61;-2868;-140;16;12;6077;34610;100841;29;98640;
96200;-29;152;1091;-488;-671;-4638;-59;99;1067;-244;-61;-4821;-144;14;17;6073;34620;100841;29;100080;
96400;-13;91;1064;-671;-1220;-12451;-87;68;1052;-305;-732;-12512;-149;14;22;6079;34610;100839;29;106560;
96600;7;162;1023;-244;-2502;-18005;-35;104;1044;0;-1892;-17883;-152;11;25;6078;34610;100838;29;108720;
96800;-17;125;1027;732;-2807;-17272;-76;111;1047;1586;-2258;-16967;-153;4;30;6075;34610;100838;29;115200;
97000;-21;126;1064;-122;-2990;-18615;-106;101;1089;549;-2685;-18493;-156;0;38;6076;34620;100837;29;117360;
97200;-27;150;1068;732;-3662;-18493;-90;118;1055;366;-3356;-18432;-156;-5;45;6077;34620;100836;29;118800;
97400;-39;158;1080;-61;-3356;-17761;-97;115;1083;427;-2868;-17822;-155;-11;51;6075;34620;100836;29;120240;
97600;5;48;1070;366;-3173;-18493;-58;107;1046;732;-2929;-18066;-152;-17;59;6077;34620;100837;30;120960;
97800;5;162;1072;-122;-2807;-17761;-45;114;1055;183;-2319;-17700;-146;-21;67;6076;34620;100837;29;120960;
98000;-1;173;1052;671;-2502;-16479;-48;133;1053;1098;-1953;-16235;-141;-27;74;6076;34620;100836;29;118080;
98200;1;126;1066;244;-3051;-14526;-61;118;1054;732;-2441;-14343;-136;-30;80;6076;34620;100837;29;113040;
98400;5;136;1046;0;-1892;-12207;-30;123;1020;61;-1220;-11962;-128;-33;88;6077;34620;100836;29;113040;
98600;7;150;1025;793;-2441;-7995;-57;110;1017;1281;-1953;-7751;-121;-36;94;6077;34620;100837;29;108720;
98800;-1;154;1052;-427;-366;-5126;-60;112;1058;-305;-183;-4638;-111;-36;97;6077;34620;100836;29;98640;
99000;-7;140;1076;305;-366;-2502;-56;131;1051;671;305;-2258;-103;-37;102;6077;34610;100837;29;84960;
99200;-19;148;1060;732;-793;-2807;-83;115;1060;793;-549;-2624;-95;-36;103;6077;34610;100837;29;82800;
99400;-11;105;1013;-305;61;-2563;-74;123;1045;305;488;-2197;-86;-35;105;6076;34620;100837;29;83160;
99600;-39;173;1070;183;-915;-2136;-73;105;1070;305;-305;-1953;-78;-34;107;6075;34620;100839;30;84240;
99800;-19;132;1080;-183;-671;-1586;-61;136;1072;183;-305;-1342;-70;-34;105;6076;34620;100838;29;88560;
100000;11;166;1013;-61;-1342;-1464;-25;137;1038;244;-854;-1403;-63;-31;103;6077;34620;100838;29;94320;
100200;5;121;1056;305;-915;-1098;-33;138;1039;732;-488;-915;-57;-30;101;6076;34610;100838;29;100080;
100400;7;150;1000;-427;-793;-1953;-40;113;1029;366;-244;-1708;-52;-30;96;6075;34620;100837;29;100800;
100600;7;146;1062;305;-610;-1037;-31;131;1044;427;0;-793;-47;-27;94;6076;34620;100837;29;99360;
100800;11;177;1050;-488;-366;-1647;3;119;1045;122;488;-1403;-43;-25;90;6077;34620;100838;29;97920;
101000;-7;146;1078;-122;-549;-732;-58;130;1068;244;0;-610;-42;-23;86;6077;34620;100837;29;97920;
101200;-13;162;1041;61;-244;-976;-52;138;1037;732;61;-610;-40;-20;80;6077;34620;100838;29;100080;
101400;-42;154;1066;-610;427;-793;-72;122;1108;-732;915;-671;-39;-18;76;6078;34620;100839;29;95760;
101600;-11;115;1087;-305;-122;-4089;-57;82;1033;122;427;-4089;-38;-18;75;6076;34620;100838;29;87840;
101800;7;78;1015;793;-1525;-12817;-11;88;1030;1159;-915;-12634;-38;-16;71;6076;34620;100838;29;110160;
102000;-25;132;1109;0;-2258;-18432;-59;87;1058;244;-1831;-18310;-37;-14;69;6076;34620;100837;29;120960;
102200;11;33;1048;1342;-3234;-20385;-19;117;1018;1586;-2319;-20324;-33;-10;67;6077;34620;100838;29;118800;
102400;1;128;1048;915;-3295;-20019;-73;93;1022;1220;-2990;-20019;-33;-7;65;6076;34620;100837;29;115920;
102600;-48;181;1087;-305;-2258;-19531;-101;111;1074;549;-2014;-19531;-31;-5;63;6075;34620;100838;29;114480;
102800;-19;156;1076;305;-2624;-20935;-59;90;1060;1281;-2258;-20690;-29;-2;63;6076;34620;100838;29;115200;
103000;-56;113;1091;244;-2685;-20019;-100;103;1084;976;-2502;-19897;-28;1;61;6075;34620;100838;29;115200;
103200;-25;171;1041;427;-2868;-19897;-58;145;1047;1220;-2197;-19897;-29;6;61;6076;34620;100838;29;114480;
103400;0;158;1039;122;-3723;-17639;-38;125;1042;488;-3051;-17578;-28;10;60;6075;34620;100838;29;115920;
103600;7;146;1054;671;-2868;-14953;-12;134;1018;1037;-2380;-14770;-29;14;60;6076;34620;100837;29;118080;
103800;7;140;1078;732;-2746;-10742;-34;170;1064;1220;-2197;-10437;-30;17;59;6075;34620;100840;29;123840;
104000;1;162;1052;427;-793;-7690;-40;145;1060;732;-122;-7568;-30;21;59;6077;34620;100841;29;139680;
104200;-1;171;1068;305;-1281;-7263;-46;127;1065;366;-732;-7141;-29;25;59;6076;34620;100838;29;153360;
104400;9;205;1052;122;-854;-8239;-20;140;1054;366;-244;-8117;-30;30;59;6077;34620;100839;29;162000;
104600;11;142;1035;183;-1525;-7263;-30;111;1032;610;-915;-7263;-29;34;60;6076;34620;100839;29;169200;
104800;5;250;1044;1159;-1220;-6408;-12;140;1025;1098;-366;-5981;-28;39;61;6077;34620;100842;29;176400;
105000;802;62;263;10742;-13916;-23254;392;-104;689;10986;-13549;-24353;-27;43;63;6074;34630;100842;29;185760;
105200;101;125;927;4028;-4028;183;-44;148;933;4699;-3662;366;-25;49;61;6076;34620;100843;29;190080;
105400;-3;158;998;-2319;-1586;-1770;-120;138;1127;-2197;-1403;-1708;-22;53;59;6076;34620;100843;29;195840;
105600;-35;130;1074;610;-1953;-1037;-131;135;1011;1281;-1647;-854;-19;58;59;6077;34620;100843;29;198720;
105800;-195;142;1033;-3662;-11047;-3540;-241;135;1024;-3173;-11779;-3479;-16;61;56;6076;34620;100841;29;197280;
106000;-91;109;1201;-4760;3417;-3784;-43;-28;1149;-3662;4272;-2502;-11;63;52;6076;34620;100840;29;200160;
106200;33;156;925;1220;-610;732;19;122;1001;1098;122;793;-8;66;48;6076;34620;100840;29;194400;
106400;7;222;1056;-1159;976;122;-63;167;1171;-1037;1464;366;-5;70;42;6074;34620;100841;29;184320;
106600;31;107;1048;-366;-61;2014;-18;82;990;793;305;2014;-2;72;38;6076;34620;100842;29;178560;
106800;-48;111;1089;-488;2075;2807;-90;131;1090;183;2502;2868;-1;73;31;6075;34620;100842;29;180000;
107000;-17;162;1136;-1403;2319;1098;-86;114;1153;-1708;2807;1037;-1;75;23;6076;34620;100841;29;183600;
107200;27;166;1003;-671;305;488;12;114;1015;-305;976;549;-1;79;15;6076;34620;100841;29;191520;
107400;0;175;1050;183;366;-183;-56;149;1025;427;976;61;-3;79;9;6074;34620;100841;29;194400;
107600;1;136;1072;-549;427;-427;-71;133;1076;-244;793;-244;-7;81;0;6075;34620;100843;29;195840;
107800;-33;150;1130;-732;366;732;-85;140;1107;-305;976;854;-11;84;-8;6074;34620;100843;29;198720;
108000;5;173;986;0;-1159;-122;-48;118;1060;-183;-854;-61;-18;84;-16;6076;34620;100844;29;201600;
108200;7;171;1013;-61;-793;976;-28;122;1044;-61;-183;976;-24;86;-20;6076;34620;100844;29;201600;
108400;-39;177;1048;-671;-488;976;-70;140;1031;61;-122;1159;-31;86;-26;6075;34620;100843;29;203040;
108600;-35;134;1046;-488;-549;1098;-69;118;1070;61;305;1220;-35;87;-29;6077;34630;100843;29;205920;
108800;3;140;1068;-122;-671;122;-38;106;1030;305;-122;366;-43;87;-33;6076;34620;100843;29;208800;
109000;1;109;1052;-976;-2319;-7019;-65;62;1052;-671;-1831;-6958;-51;87;-36;6075;34620;100839;29;211680;
109200;-5;146;1052;244;-3112;-15380;-85;87;1062;793;-2685;-15441;-59;85;-35;6078;34620;100839;29;213120;
109400;-15;111;1054;549;-2929;-19470;-74;101;1035;976;-2502;-19348;-69;85;-33;6076;34620;100840;29;218880;
109600;5;121;1058;671;-2746;-20507;-36;98;1047;1159;-2258;-20507;-78;81;-29;6075;34620;100842;29;226080;
109800;3;164;1041;1159;-2746;-20996;-61;108;1043;1281;-2380;-20812;-87;78;-23;6077;34630;100842;29;233280;
110000;5;128;1068;1098;-2746;-20751;-58;113;1093;1220;-2319;-20812;-93;73;-16;6076;34620;100842;29;241920;
110200;-39;148;1037;549;-2868;-19897;-94;146;1064;1892;-2075;-19836;-99;66;-8;6077;34630;100842;29;250560;
110400;-37;208;1054;732;-2868;-20629;-89;122;1084;1037;-2380;-20568;-102;61;0;6076;34630;100842;29;259200;
110600;-3;111;1005;1831;-2563;-17028;-96;144;1050;2502;-2075;-16906;-105;54;7;6077;34630;100842;29;264960;
110800;-9;146;1074;854;-1953;-16174;-66;144;1089;1098;-1342;-16052;-104;48;16;6077;34630;100841;29;269280;
111000;-17;162;1060;488;-1525;-13488;-65;131;1037;793;-1037;-13366;-103;44;23;6075;34630;100842;29;273600;
111200;1;134;1037;488;-2258;-11230;-56;121;1034;976;-1831;-11291;-101;37;31;6079;34630;100842;29;277920;
111400;0;179;1080;-305;-1953;-8850;-45;117;1061;549;-1525;-8789;-96;32;35;6076;34630;100842;29;283680;
111600;5;148;1011;61;-2075;-6530;-60;133;1026;305;-1586;-6408;-92;29;40;6075;34630;100842;29;289440;
111800;0;158;1009;-488;-1647;-5676;-51;123;1053;-549;-915;-5615;-87;24;46;6076;34630;100842;29;293760;
112000;5;179;1027;549;-1281;-2929;-39;136;1026;1098;-915;-2868;-81;21;50;6075;34620;100843;29;299520;
112200;3;144;1062;-671;-1159;-2319;-40;129;1064;-366;-671;-2258;-75;18;55;6076;34620;100843;29;305280;
112400;3;169;1070;122;-305;-1159;-45;134;1066;427;366;-854;-70;14;57;6076;34620;100842;29;311040;
112600;23;177;1015;-305;-549;-1037;-13;123;1047;122;-183;-854;-65;11;57;6077;34620;100842;29;318240;
112800;15;195;1044;1220;-854;2624;-25;161;1071;1892;-183;2868;-61;8;59;6076;34620;100842;29;322560;
113000;7;208;1052;-427;427;8728;-37;153;1042;61;793;8911;-57;7;60;6077;34620;100843;29;325440;
113200;5;214;1046;-1098;1037;15319;-30;151;1040;-854;1586;15625;-54;4;59;6078;34620;100842;29;325440;
113400;3;148;1109;-732;2014;18798;-35;194;1100;-61;2807;18859;-50;1;57;6077;34620;100842;29;329760;
113600;-13;208;1119;-854;2136;19836;-45;155;1036;-244;2807;20202;-48;0;55;6077;34620;100843;29;331200;
113800;5;150;1083;-122;1770;19775;-57;112;986;427;2136;19958;-46;-1;56;6074;34620;100841;29;335520;
114000;0;236;1140;-183;2136;18554;-51;225;1167;366;2807;18920;-44;-2;53;6076;34620;100841;29;334080;
114200;-31;160;1048;-61;2990;19165;-101;147;1077;122;3601;19653;-43;-4;53;6077;34620;100840;29;321120;
114400;-11;193;1064;-915;2380;18798;-78;148;1068;-671;2685;19165;-42;-8;50;6077;34620;100841;29;315360;
114600;-50;152;1109;61;2136;18371;-112;134;1055;488;2685;18554;-43;-10;46;6077;34620;100840;29;308160;
114800;-33;179;1068;-1159;2807;14221;-59;130;1053;-793;3417;14465;-43;-12;45;6075;34620;100843;29;299520;
115000;-37;97;1060;-1159;1647;12695;-79;112;1063;-1037;2136;12939;-43;-17;42;6076;34620;100843;29;289440;
115200;-52;154;1068;488;1220;12084;-74;118;1046;122;1892;12573;-44;-18;41;6074;34620;100844;29;285120;
115400;-42;177;1080;-183;915;7385;-87;142;1085;305;1342;7690;-46;-21;39;6077;34620;100841;29;282240;
115600;9;105;1039;-793;-488;3723;-41;105;1035;-671;-122;3845;-46;-23;37;6076;34620;100841;29;275040;
115800;5;167;1048;305;-366;3601;-50;120;1038;305;122;3723;-48;-26;35;6076;34620;100841;29;269280;
116000;11;134;1058;-122;-1037;3295;-42;107;1055;0;-671;3479;-49;-30;33;6076;34620;100841;29;263520;
116200;-27;187;1058;-183;-427;2563;-85;135;1086;-61;122;2685;-50;-34;31;6077;34620;100842;29;256320;
116400;1;140;1019;0;-793;976;-49;110;1015;427;-488;1281;-49;-38;30;6077;34620;100842;29;250560;
116600;7;146;1031;-183;366;671;-34;126;1042;-61;732;1098;-51;-41;29;6076;34620;100842;29;244800;
116800;-3;187;1056;122;-610;549;-78;113;1078;610;-244;732;-51;-45;26;6075;34620;100841;29;239040;
117000;7;142;1082;-122;610;122;-31;124;1051;183;1220;244;-51;-49;25;6076;34620;100842;29;233280;
117200;-9;183;1044;-61;61;549;-42;133;1041;-244;854;671;-52;-54;24;6077;34620;100842;29;228960;
117400;41;162;1054;915;-61;1586;-4;113;1027;366;244;1586;-53;-58;21;6074;34620;100842;29;223200;
117600;-25;166;1072;-61;122;1037;-80;129;1077;-244;732;1098;-54;-64;19;6076;34620;100840;29;217440;
117800;-19;152;1054;549;-793;1037;-64;120;1037;61;-366;1220;-56;-67;17;6075;34620;100841;29;210240;
118000;5;119;1023;793;-488;549;-71;121;1043;1098;-61;671;-58;-71;17;6075;34620;100840;29;204480;
118200;-9;99;1064;-549;-610;732;-58;113;1075;-61;-366;1098;-60;-74;16;6077;34620;100840;29;198720;
118400;3;136;1060;-305;854;854;-35;122;1032;122;1281;976;-62;-78;15;6075;34620;100840;29;194400;
118600;1;134;1029;-122;-793;244;-40;124;1058;244;-122;366;-65;-81;15;6074;34610;100841;29;188640;
118800;-1;115;1074;671;-122;549;-54;128;1062;854;427;976;-67;-83;15;6075;34610;100841;29;180720;
119000;7;160;1039;915;-793;610;-21;121;1000;427;-61;732;-70;-86;15;6074;34610;100840;29;175680;
119200;13;136;1027;1037;-549;183;-17;98;1036;1037;0;427;-73;-88;15;6076;34610;100840;29;170640;
119400;-33;177;1101;-61;183;-61;-94;129;1102;305;427;-61;-76;-90;15;6077;34610;100841;29;165600;
119600;-23;166;1023;-610;0;-1037;-74;96;1027;-183;61;-549;-78;-90;15;6076;34610;100841;29;159120;
119800;0;197;1025;-183;-549;-915;-36;127;1057;61;-122;-732;-80;-93;15;6076;34610;100841;29;150480;
120000;0;111;1050;854;549;-183;-45;134;1100;1098;915;183;-84;-93;17;6076;34610;100842;29;145440;
120200;0;177;1070;732;732;427;-50;132;1061;1098;1220;427;-85;-94;18;6077;34610;100843;29;140400;
120400;1;208;1019;1220;-976;-61;-76;169;1043;1525;-488;-122;-89;-93;19;6076;34610;100843;29;135360;
120600;-11;119;1044;610;244;-427;-70;114;1060;1159;671;-244;-92;-93;21;6078;34610;100842;29;130320;
120800;-37;181;1101;549;793;-427;-64;128;1064;976;1403;-244;-95;-93;22;6074;34610;100842;29;126000;
121000;-29;193;1068;549;183;-732;-93;130;1021;854;488;-488;-99;-90;23;6077;34600;100842;29;120960;
