, unit--timestamp[ms],bma280_x[mg],bma280_y[mg],bma280_z[mg],bmg160_x[mDeg],bmg160_y[mDeg],bmg160_z[mDeg],bmi160_a_x[mg],bmi160_a_y[mg],bmi160_a_z[mg],bmi160_g_x[mDeg],bmi160_g_y[mDeg],bmi160_g_z[mDeg],bmm150_x[microT],bmm150_y[microT],bmm150_z[microT],bmm150_res,bme280_temp[mDeg],bme280_press[Pa],bme280_hum[rh],max44009_bright[mLux],Class
1040,238000,5,175,1054,-305,854,9704,-30,129,1054,0,1525,10192,-5,-27,49,6064,34880,100866,29,175680,0
1041,238200,19,171,1037,0,549,11230,-27,138,1052,244,1220,11535,-7,-30,47,6066,34880,100865,29,176400,0
1042,238400,9,166,1033,-122,610,11474,-19,140,1041,122,1403,11840,-12,-35,45,6065,34880,100866,29,177120,0
1043,238600,31,160,1046,61,1281,9826,2,147,1032,610,1770,10131,-17,-38,42,6065,34880,100865,29,178560,0
1044,238800,7,156,1070,-427,244,7263,-17,146,1038,183,793,7507,-19,-41,40,6065,34880,100865,29,180000,0
1045,239000,-17,132,1048,427,0,6286,-66,122,1050,671,671,6530,-23,-45,40,6064,34880,100862,29,181440,0
1046,239200,7,169,1011,61,-1159,4394,-23,139,1036,549,-488,4516,-27,-47,40,6064,34880,100863,29,182160,1
1047,239400,7,134,1044,-244,-1525,3173,-36,116,1039,122,-854,3356,-30,-50,38,6066,34880,100863,29,182880,1
1048,239600,-13,162,1089,-1098,244,2136,-48,121,1078,-732,671,2441,-32,-51,38,6065,34870,100863,29,183600,1
1049,239800,5,144,1054,-61,1098,2014,-22,136,1031,183,1770,2258,-34,-53,38,6065,34870,100864,29,184320,1
1050,240000,160,1,781,-1525,-549,-1098,70,51,953,-1403,-305,-610,-36,-54,40,6066,34870,100864,29,187200,1
1051,240200,-257,175,1070,-1464,5981,4516,-272,19,720,1525,7080,4089,-38,-56,40,6066,34870,100864,29,190080,1
1052,240400,-78,169,1070,-1342,3234,1586,-78,168,1182,-1159,3967,1831,-38,-58,42,6065,34870,100864,29,192960,1
1053,240600,0,171,1066,-793,1220,2746,-30,123,1047,-549,1708,2868,-41,-58,42,6066,34870,100865,29,195840,1
1054,240800,23,181,1041,427,854,3723,-13,116,1035,854,1586,3967,-41,-60,42,6066,34870,100865,29,198720,1
1055,241000,-394,130,1035,-8544,9094,2319,-414,54,976,-9216,9582,2929,-39,-60,42,6065,34870,100865,29,200160,1
1056,241200,-78,136,1033,-183,1953,2563,-101,106,1060,61,2624,2807,-40,-60,42,6065,34870,100866,29,203040,1
1057,241400,-13,125,1111,-1037,-671,305,-73,103,1105,-488,-122,366,-38,-60,40,6068,34870,100865,29,205920,1
1058,241600,-3,146,1035,854,-1159,-488,-59,122,1040,732,-854,-427,-36,-61,38,6067,34870,100866,29,208800,1
1059,241800,5,164,1062,-61,-1525,-2014,-64,119,1055,671,-854,-1770,-35,-61,36,6067,34870,100865,29,211680,1
1060,242000,0,152,1066,61,-1403,-1098,-47,135,1057,244,-1037,-1037,-33,-62,34,6068,34870,100866,29,214560,1
1061,242200,5,181,1056,183,-1220,-793,-28,94,1039,305,-915,-549,-31,-63,31,6066,34860,100866,29,216000,1
1062,242400,1,171,1041,-671,-305,793,-48,106,1041,-183,244,915,-31,-63,28,6065,34870,100865,29,218880,1
1063,242600,5,160,1058,-61,-610,61,-46,106,1059,244,-122,244,-30,-65,24,6064,34870,100866,29,221760,1
1064,242800,3,138,1058,61,-244,-671,-32,119,1054,488,427,-366,-33,-67,21,6066,34860,100866,29,223200,1
1065,243000,7,162,1068,-244,-183,-671,-16,124,1056,122,366,-427,-33,-67,17,6065,34860,100867,29,226080,1
1066,243200,-19,152,1085,-793,305,-549,-89,139,1076,-488,610,-305,-35,-70,13,6066,34860,100866,29,227520,1
1067,243400,0,156,1064,61,-427,244,-53,118,1053,-61,61,366,-41,-71,10,6066,34860,100867,29,227520,1
1068,243600,0,152,1042,-488,-610,549,-33,123,1024,183,-61,793,-44,-71,7,6066,34860,100867,29,227520,1
1069,243800,5,123,1060,244,-1037,915,-42,94,1042,488,-488,1098,-49,-72,5,6066,34860,100867,29,227520,1
1070,244000,9,138,1085,-366,-61,366,-22,126,1064,0,488,549,-53,-73,6,6067,34860,100867,29,227520,1
1071,244200,-35,152,1064,-61,-549,793,-94,137,1097,0,122,854,-58,-73,5,6066,34860,100867,29,230400,1
1072,244400,3,138,1060,-915,-183,-854,-53,118,1072,-671,305,-549,-63,-73,5,6065,34860,100866,29,231840,1
1073,244600,21,119,1046,-61,61,-488,-18,118,1026,183,793,-305,-65,-73,6,6069,34860,100867,29,233280,1
1074,244800,5,160,1017,0,-610,-549,-29,116,1037,549,-122,-244,-70,-73,8,6067,34860,100869,29,234720,1
1075,245000,3,171,1074,-122,427,-549,-49,116,1089,671,1037,-366,-72,-73,9,6066,34860,100862,29,237600,1
1076,245200,5,97,1033,0,-61,-488,-80,129,1061,549,488,-305,-74,-72,10,6064,34860,100862,29,237600,1
1077,245400,3,156,1070,-305,-671,-488,-38,104,1046,61,-61,-244,-76,-71,11,6068,34860,100861,29,237600,1
1078,245600,7,142,1087,0,305,-366,-54,109,1061,488,732,-61,-78,-69,13,6068,34860,100861,29,237600,1
1079,245800,5,148,1042,-549,61,-122,-45,101,1042,-305,549,183,-81,-68,15,6068,34860,100861,29,237600,1
1080,246000,-29,140,1044,366,488,1281,-78,111,1059,732,1159,1525,-83,-67,17,6068,34860,100861,29,233280,1
1081,246200,5,121,1064,-427,-549,-122,-46,103,1058,0,-61,61,-85,-65,19,6067,34850,100860,29,227520,1
1082,246400,7,140,1050,-427,-549,366,-37,114,1036,183,122,427,-87,-65,22,6068,34850,100861,29,226080,1
1083,246600,-3,125,1072,427,-122,671,-80,111,1064,915,305,793,-87,-61,26,6068,34850,100862,29,223200,1
1084,246800,1,93,1048,0,-671,-122,-59,103,1051,305,-61,61,-88,-59,28,6067,34850,100862,29,223200,1
1085,247000,-37,152,1121,122,732,-549,-51,112,1028,1525,1220,-366,-86,-57,31,6067,34850,100862,29,226080,1
1086,247200,3,132,1035,732,-1525,-2197,-58,98,1038,244,-976,-2014,-87,-56,34,6066,34850,100863,29,226080,1
1087,247400,5,160,1000,61,-976,-1464,-48,121,1030,549,-549,-1464,-85,-54,37,6067,34850,100864,29,224640,1
1088,247600,5,144,1066,244,183,-244,-38,114,1065,732,732,-183,-84,-52,40,6066,34850,100864,29,223200,1
1089,247800,5,126,1058,1037,-549,610,-58,115,1047,1037,0,732,-83,-49,40,6066,34850,100863,29,223200,1
1090,248000,-27,164,1076,366,671,1159,-71,113,1040,488,1281,1342,-83,-46,45,6066,34850,100864,29,221760,1
1091,248200,-9,134,1060,976,-366,549,-70,106,1051,244,-183,793,-81,-45,45,6067,34850,100863,29,220320,1
1092,248400,-3,126,1064,-549,-488,-488,-39,111,1030,244,488,-61,-80,-42,48,6066,34850,100863,29,220320,1
1093,248600,-11,177,1058,-122,-183,-427,-46,110,1047,244,427,-122,-79,-39,50,6068,34850,100864,29,217440,1
1094,248800,-11,128,1058,0,-122,-1220,-56,110,1046,610,427,-1098,-77,-36,53,6067,34850,100864,29,214560,1
1095,249000,3,154,1082,-427,-854,-305,-56,118,1059,-183,-61,-183,-74,-32,55,6067,34850,100864,29,214560,1
1096,249200,5,146,1017,366,-1464,1220,-41,125,1036,732,-793,1342,-70,-30,57,6067,34850,100865,29,211680,1
1097,249400,0,126,1035,-732,-610,1098,-59,108,1061,-305,-183,1342,-66,-26,56,6068,34850,100865,29,207360,1
1098,249600,5,171,1060,366,244,1098,-44,114,1062,305,915,1220,-63,-22,56,6067,34840,100864,29,204480,1
1099,249800,1,164,1058,-732,-244,793,-55,98,1064,-671,305,915,-59,-18,54,6068,34840,100865,29,201600,1
1100,250000,-27,115,1091,-122,549,1403,-85,115,1085,-671,1037,1647,-56,-16,54,6067,34840,100865,29,195840,1
1101,250200,13,126,1025,-305,-1037,122,-19,105,1030,244,0,610,-53,-14,51,6067,34840,100864,29,191520,1
1102,250400,1,140,1052,-610,183,671,-44,112,1039,-183,793,976,-51,-9,47,6067,34840,100864,29,190080,1
1103,250600,-9,119,1091,549,0,610,-74,119,1057,1037,549,1037,-49,-6,42,6068,34840,100865,29,188640,1
1104,250800,-11,125,1056,122,-183,-427,-76,84,1063,1037,427,-244,-48,-4,38,6068,34840,100866,29,187200,1
1105,251000,-39,177,1066,793,-1037,-549,-93,102,1097,183,-427,-305,-47,-1,34,6068,34840,100866,29,184320,1
1106,251200,-13,167,1039,244,-1586,-1220,-59,118,1047,793,-1098,-854,-49,2,28,6067,34840,100865,29,182880,1
1107,251400,-1,125,1062,244,-1525,-976,-49,110,1054,549,-915,-915,-49,4,24,6068,34840,100865,29,182160,1
1108,251600,-3,156,1044,488,-793,-1586,-56,110,1043,976,-305,-1403,-51,6,20,6067,34840,100866,29,182160,1
1109,251800,-1,160,1060,976,-1098,-854,-66,129,1069,1708,-610,-732,-53,7,17,6068,34840,100865,29,180000,1
1110,252000,5,123,1085,0,183,-1037,-41,114,1039,427,610,-915,-54,7,14,6066,34840,100866,29,177120,1
1111,252200,-29,134,1064,61,366,-183,-90,121,1113,732,732,183,-58,9,10,6067,34840,100865,29,174240,1
1112,252400,5,142,1070,-488,305,-183,-41,128,1053,-122,915,0,-62,10,8,6067,34840,100865,29,172080,1
1113,252600,5,123,1056,-183,305,-183,-49,116,1036,-366,915,-183,-64,13,4,6066,34840,100864,29,169920,1
1114,252800,5,126,1060,61,305,0,-38,109,1036,183,915,427,-70,13,1,6067,34840,100864,29,167760,1
1115,253000,7,177,1060,305,61,366,-39,126,1067,-61,671,671,-75,14,-2,6068,34840,100864,29,165600,1
1116,253200,-27,119,1052,-732,-183,915,-86,105,1067,-122,-61,1037,-79,14,-4,6067,34840,100864,29,162720,1
1117,253400,-11,146,1025,-732,183,1586,-67,108,1044,0,671,1831,-85,16,-3,6066,34830,100864,29,161280,1
1118,253600,5,154,1076,549,-61,3173,-65,111,1055,366,793,3295,-90,17,-3,6067,34830,100864,29,159840,1
1119,253800,-5,132,1044,-61,366,2197,-72,101,1053,244,976,2502,-96,17,-2,6067,34830,100864,29,159120,1
1120,254000,-19,134,1052,427,1342,915,-69,109,1059,1098,1953,1159,-99,19,-1,6066,34830,100863,29,159120,1
1121,254200,-39,138,1070,-488,-610,-183,-110,123,1077,-183,-183,122,-104,19,0,6069,34830,100864,29,157680,1
1122,254400,-37,132,1085,2441,-488,-61,-88,119,1011,2441,0,305,-110,19,3,6067,34830,100864,29,156240,1
1123,254600,-21,148,1068,549,-610,-549,-80,99,1047,854,0,-427,-113,18,6,6066,34830,100864,29,156240,1
1124,254800,-13,136,1064,-61,-732,-1098,-60,113,1031,183,-122,-976,-116,19,9,6068,34830,100864,29,156960,1
1125,255000,5,136,1005,305,-1770,-915,-44,106,1007,549,-1159,-671,-118,19,10,6068,34830,100864,29,158400,1
1126,255200,-3,138,1060,61,-915,-915,-45,106,1069,671,-122,-549,-121,20,13,6067,34830,100864,29,159840,1
1127,255400,-17,160,1046,793,-488,-366,-69,105,1047,732,61,61,-124,21,17,6068,34830,100864,29,161280,1
1128,255600,-21,132,1023,183,-732,-854,-78,108,1067,610,-305,-671,-127,20,21,6064,34830,100864,29,160560,1
1129,255800,-5,136,1064,854,-61,-793,-61,128,1054,1342,488,-427,-129,21,26,6067,34830,100864,29,160560,1
1130,256000,-15,160,1044,549,0,-610,-76,118,1055,915,305,-427,-134,22,31,6067,34830,100864,29,162000,1
1131,256200,-13,162,1060,488,-915,-549,-97,156,1095,1037,-488,-427,-136,23,38,6068,34830,100865,29,162720,1
1132,256400,5,89,1062,549,-915,-366,-57,119,1024,793,-366,-366,-138,25,47,6068,34830,100865,29,162720,1
1133,256600,5,128,1058,183,-610,0,-64,121,1044,549,-244,122,-140,27,54,6069,34830,100864,29,162720,1
1134,256800,7,128,1050,610,-854,671,-39,124,1028,915,-122,1037,-139,29,63,6069,34830,100865,29,162720,1
1135,257000,7,125,1044,-244,-1708,1953,-48,111,1047,122,-1159,2197,-137,29,73,6068,34820,100866,29,164880,1
1136,257200,5,136,1054,610,-122,1892,-27,116,992,1220,244,2197,-134,33,80,6068,34820,100865,29,167040,1
1137,257400,-21,197,1087,732,183,2136,-59,144,1075,1342,793,2136,-128,35,88,6066,34820,100865,29,170640,1
1138,257600,7,142,1054,-244,-1037,0,-35,135,1054,0,-488,183,-121,38,98,6067,34820,100865,29,174240,1
1139,257800,-21,162,1035,671,0,-671,-59,153,1036,854,732,-488,-114,40,105,6068,34820,100865,29,176400,1
1140,258000,3,154,1070,-1098,61,-2014,-48,92,1058,-488,671,-1892,-104,41,110,6068,34820,100866,29,177120,1
1141,258200,19,169,1035,0,-488,-61,-10,117,1008,244,61,122,-96,40,114,6068,34820,100866,29,180000,1
1142,258400,-7,164,1054,366,61,854,-70,132,1033,549,488,1098,-85,42,117,6068,34820,100865,29,182160,1
1143,258600,-5,171,1070,-366,488,305,-61,141,1053,0,854,427,-75,42,118,6069,34820,100865,29,183600,1
1144,258800,5,156,1033,366,-549,671,-37,119,1026,427,305,854,-65,42,119,6071,34820,100863,29,187200,1
1145,259000,-5,136,1044,-732,-122,549,-70,118,1079,-427,427,854,-57,42,116,6068,34820,100863,29,190080,1
1146,259200,5,134,1005,-244,-549,-61,-50,126,1019,122,-122,122,-48,42,112,6069,34820,100863,29,192960,1
1147,259400,3,144,1031,0,610,671,-60,133,1055,366,915,854,-43,40,108,6068,34810,100863,29,195840,1
1148,259600,3,128,1070,-183,122,1281,-65,134,1057,305,610,1403,-38,37,104,6068,34810,100864,29,198720,1
1149,259800,-17,136,1064,122,-488,1037,-80,103,1048,305,-61,1281,-37,37,98,6069,34810,100864,29,201600,1
1150,260000,5,179,1048,-366,-1159,2075,-63,115,1049,0,-549,2319,-36,36,92,6069,34810,100863,29,203040,1
1151,260200,5,212,1091,-671,-732,7507,-58,177,1086,-244,-183,7995,-37,34,87,6069,34810,100863,29,208800,0
1152,260400,7,287,1134,915,732,17639,9,252,1152,793,2014,18371,-39,33,83,6067,34810,100864,29,214560,3
1153,260600,31,171,998,-793,-793,22399,-5,62,993,-1037,0,21850,-42,31,77,6069,34810,100865,29,221760,3
1154,260800,-19,162,1066,-61,2136,22766,-89,129,1124,-183,2563,23193,-42,32,73,6068,34810,100865,29,234720,3
1155,261000,7,207,1037,-244,2014,23010,-10,134,999,-183,2685,23254,-44,32,68,6068,34810,100865,29,249120,3
1156,261200,-11,205,1064,-1831,3295,21362,-72,144,1073,-1708,3906,21606,-44,33,63,6068,34810,100864,29,263520,3
1157,261400,5,154,1042,1220,1159,24291,-41,134,1076,1708,1770,24780,-43,35,56,6069,34810,100865,29,272160,3
1158,261600,-17,125,1070,-1037,2136,22338,-93,119,1052,-915,2746,22644,-42,36,48,6069,34810,100865,29,283680,3
1159,261800,-64,154,1101,-915,2685,19653,-99,137,1082,-732,3295,20019,-43,36,41,6069,34810,100865,29,296640,3
1160,262000,5,101,1091,-793,2441,17700,-26,93,1061,244,3295,17822,-43,36,35,6069,34810,100865,29,308160,3
1161,262200,-3,154,1025,122,2319,14465,-70,117,1073,671,2746,14709,-43,35,28,6067,34810,100866,29,318240,0
1162,262400,5,152,1064,-366,2136,14770,-60,142,1062,-732,2563,15075,-46,34,19,6067,34810,100865,29,328320,0
1163,262600,-1,214,1076,-122,1770,16967,-72,129,1045,-61,2197,17272,-48,33,12,6069,34810,100866,29,338400,3
1164,262800,1,230,1025,793,2624,20324,-42,151,1026,1342,3173,20568,-52,32,3,6069,34810,100865,29,345600,3
1165,263000,3,117,1041,183,976,19165,-68,158,1035,488,1708,19348,-58,31,-4,6068,34810,100865,29,347040,3
1166,263200,-9,150,1072,-488,2929,19042,-68,142,1012,-183,3417,19409,-64,31,-10,6066,34810,100866,29,347040,3
1167,263400,-29,150,1037,-1770,2502,17822,-83,117,1083,-1281,2868,18005,-70,31,-17,6068,34800,100865,29,342720,3
1168,263600,0,148,1056,-1708,1892,18005,-57,121,1066,-1464,2563,18310,-74,33,-22,6067,34800,100865,29,335520,3
1169,263800,-44,154,1076,1159,2563,18615,-103,165,1087,1403,2990,19042,-80,33,-26,6068,34800,100864,29,322560,3
1170,264000,1,169,1070,61,1098,17822,-72,133,1046,366,1831,17761,-84,37,-30,6068,34800,100865,29,315360,3
1171,264200,5,115,1027,-61,793,15808,-43,114,1013,-549,1647,15869,-88,41,-33,6067,34800,100864,29,303840,3
1172,264400,-13,126,1062,244,1159,13549,-77,139,1067,244,1525,13916,-91,43,-36,6067,34800,100864,29,288000,0
1173,264600,-11,136,1070,-183,854,11413,-44,123,1053,366,1281,11596,-94,44,-39,6067,34800,100867,29,277920,0
1174,264800,-21,105,1052,-305,305,6896,-95,99,1039,183,854,7141,-96,46,-41,6068,34800,100869,29,270720,0
1175,265000,-27,123,1083,-1159,915,5065,-76,114,1054,-610,1342,5249,-99,50,-43,6068,34800,100865,29,246240,0
1176,265200,-33,152,1058,183,732,4333,-83,142,1048,488,1098,4516,-102,50,-45,6066,34800,100864,29,210240,1
1177,265400,-7,150,1070,-854,-122,2258,-88,133,1076,-549,305,2502,-104,51,-46,6068,34800,100865,29,211680,1
1178,265600,-15,173,1099,-427,-427,2502,-77,135,1087,-183,305,2746,-108,53,-49,6069,34800,100864,29,188640,1
1179,265800,11,126,1019,-122,-1220,732,-38,116,995,305,-854,793,-111,53,-48,6070,34800,100865,29,180720,1
1180,266000,0,123,1050,305,-183,2075,-71,120,1044,61,183,2441,-115,52,-48,6068,34800,100864,29,131760,1
1181,266200,5,148,1097,-488,-488,1708,-63,120,1062,-61,-61,2014,-118,53,-50,6069,34800,100864,29,89280,1
1182,266400,0,181,1056,427,183,2197,-76,138,1063,793,732,2380,-121,52,-48,6069,34800,100865,29,76320,1
1183,266600,3,152,1070,-427,671,1831,-49,138,1055,-61,1220,2075,-125,50,-47,6069,34800,100865,29,72720,1
1184,266800,-1,177,1080,-61,-732,2075,-75,152,1075,549,-183,2075,-128,49,-46,6070,34800,100865,29,75600,1
1185,267000,5,164,1052,-244,-366,2075,-34,138,1051,122,488,2258,-132,48,-44,6069,34800,100865,29,75960,1
1186,267200,5,218,1054,-488,427,5798,-3,168,1035,-305,1098,6225,-135,48,-42,6069,34800,100865,29,74880,0
1187,267400,1,187,1062,-244,1586,12268,-27,156,1051,183,2380,12756,-137,46,-39,6070,34800,100866,29,73800,0
1188,267600,1,173,1044,-610,1770,17089,-67,163,1043,549,2441,17150,-138,45,-37,6069,34790,100866,29,73080,3
1189,267800,3,164,1021,-122,793,18127,-93,165,1102,122,1525,18432,-142,45,-33,6071,34800,100866,29,68040,3
1190,268000,-23,164,1060,-854,2563,19165,-75,133,1045,-732,3234,19409,-144,43,-29,6070,34800,100865,29,64440,3
1191,268200,-33,136,1083,-671,2258,18737,-90,135,1068,122,2868,19042,-147,43,-25,6069,34800,100865,29,65520,3
1192,268400,-1,191,1041,-976,2075,18615,-52,138,1033,-610,2624,18859,-149,44,-20,6070,34790,100865,29,69480,3
1193,268600,7,162,1058,183,2319,18981,-25,140,1052,610,2929,19226,-150,46,-16,6069,34790,100865,29,71280,3
1194,268800,-9,195,1046,427,2319,18249,-64,122,1043,671,2807,18371,-149,46,-10,6069,34790,100865,29,72720,3
1195,269000,-15,72,974,427,976,15502,-91,124,996,305,1403,15747,-150,48,-3,6068,34790,100865,29,73440,3
1196,269200,-3,175,1031,-1281,-61,12939,-117,160,1122,-610,305,13183,-149,49,5,6069,34790,100865,29,72720,0
1197,269400,-169,251,1347,-427,1953,11840,-112,144,1148,-793,2929,12145,-148,49,11,6069,34790,100865,29,72000,0
1198,269600,-13,95,1019,-732,-366,6774,-68,103,972,549,0,7202,-146,51,16,6069,34790,100866,29,71640,0
1199,269800,1,134,1019,854,-305,5249,-45,130,1029,1281,-122,5310,-144,50,23,6069,34790,100866,29,71640,0
1200,270000,25,207,1062,-183,671,11413,-5,166,1036,549,1098,11535,-142,48,28,6068,34790,100866,29,72360,0
1201,270200,-25,201,1066,-732,2807,19165,-63,189,1053,-366,3479,19409,-140,49,33,6069,34790,100866,29,73800,3
1202,270400,3,169,1029,-1342,2197,20629,-27,128,1039,-1220,2746,20874,-138,50,37,6067,34790,100867,29,75600,3
1203,270600,0,216,1082,-1220,2868,20568,-39,165,1062,-915,3540,20874,-136,52,42,6068,34790,100866,29,77040,3
1204,270800,1,160,1039,61,2075,21240,-39,140,1022,183,2868,21362,-134,57,47,6070,34790,100866,29,81000,3
1205,271000,5,197,1070,-122,2563,21118,-25,124,1023,244,2929,21362,-132,59,51,6069,34790,100867,29,83520,3
1206,271200,3,191,1007,183,2075,20202,-50,136,1036,366,2319,20507,-128,64,57,6069,34790,100867,29,86400,3
1207,271400,-11,218,1052,-366,1098,18676,-100,161,1084,-183,1892,18798,-124,70,60,6070,34780,100867,29,101520,3
1208,271600,-1,132,1025,-854,1770,17639,-92,98,1023,-427,2319,18005,-119,75,65,6069,34780,100867,29,102960,3
1209,271800,-9,152,1091,-183,1220,16601,-69,108,1032,0,2136,17089,-111,81,70,6071,34780,100869,29,105120,3
1210,272000,3,134,1046,-427,1281,13977,-54,128,1044,-427,1708,14343,-102,87,74,6068,34780,100869,29,106560,0
1211,272200,5,119,1039,-305,1037,10986,-24,89,994,183,1708,11352,-91,91,77,6070,34780,100865,29,107280,0
1212,272400,-25,140,1070,-61,1220,7751,-76,109,1065,183,1892,8117,-83,94,79,6071,34780,100865,29,109440,0
1213,272600,-58,177,1054,-549,427,5065,-104,97,1051,0,976,5249,-74,97,78,6069,34780,100866,29,112320,0
1214,272800,0,103,1050,-549,-671,2258,-78,99,1064,-305,0,2380,-65,99,78,6070,34780,100866,29,114480,1
1215,273000,5,144,1048,-732,-244,2136,-50,130,1053,-610,122,2502,-58,101,78,6071,34780,100865,29,118080,1
1216,273200,27,134,1003,488,-1281,2746,-23,98,1032,305,-915,2990,-52,103,75,6070,34780,100865,29,119520,1
1217,273400,5,138,1046,427,-183,4150,-50,97,1072,366,305,4272,-44,105,72,6071,34770,100865,29,121680,1
1218,273600,-9,177,1095,427,-488,4577,-66,128,1067,244,-61,4821,-39,106,70,6069,34770,100865,29,123120,1
1219,273800,5,140,1062,61,-1525,2136,-43,118,1041,427,-1037,2380,-33,109,64,6070,34770,100865,29,121680,1
1220,274000,1,158,1058,-427,-1586,488,-53,130,1055,183,-1220,488,-31,111,61,6071,34770,100866,29,124560,1
1221,274200,5,138,1062,-488,-1098,-61,-37,125,1076,-305,-793,0,-28,111,56,6072,34770,100866,29,125280,1
1222,274400,9,156,1082,-793,-671,-610,-34,119,1068,-488,-183,-305,-27,112,53,6070,34770,100866,29,128160,1
1223,274600,3,111,1044,-61,610,1586,-44,101,1044,366,1037,1647,-26,115,49,6071,34770,100866,29,131760,1
1224,274800,-1,158,1060,-793,-122,366,-53,121,1045,-305,549,671,-27,115,46,6071,34770,100866,29,133200,1
1225,275000,-17,175,1042,0,122,854,-63,131,1072,122,732,1037,-28,116,42,6070,34770,100866,29,137520,1
1226,275200,5,130,1035,-549,-549,732,-33,112,1085,122,61,976,-27,115,39,6070,34770,100866,29,141120,1
1227,275400,1,177,1054,-549,-122,244,-34,116,1044,-244,488,305,-29,117,38,6069,34770,100867,29,144720,1
1228,275600,7,134,1058,549,-732,671,-48,107,1058,1159,-183,915,-30,117,38,6070,34760,100867,29,146160,1
1229,275800,5,183,1056,305,-427,671,-55,134,1041,549,-122,793,-31,117,36,6070,34760,100867,29,151200,1
1230,276000,3,185,1056,-122,-732,122,-46,139,1051,183,-183,122,-31,116,35,6071,34760,100867,29,155520,1
1231,276200,1,158,1039,-1159,-549,244,-54,97,1052,-915,122,366,-32,114,34,6069,34760,100867,29,160560,1
1232,276400,-3,140,1066,244,671,1281,-30,122,1029,488,1464,1525,-32,113,34,6070,34760,100862,29,166320,1
1233,276600,7,179,1083,549,1159,1708,-39,113,1065,854,1525,1892,-32,111,34,6071,34760,100862,29,169920,1
1234,276800,-3,132,1056,-366,-183,427,-57,122,1050,244,305,732,-33,109,33,6071,34760,100861,29,176400,1
1235,277000,3,134,1042,122,-1037,-427,-54,121,1059,732,-488,-305,-35,107,32,6070,34760,100862,29,181440,1
1236,277200,19,126,1011,305,-1403,122,-26,94,1006,1159,-671,122,-36,105,31,6071,34760,100862,29,184320,1
1237,277400,-1,171,1068,732,366,976,-61,123,1072,915,976,1098,-35,102,31,6070,34760,100863,29,190080,1
1238,277600,-9,140,1033,122,-732,488,-76,111,1055,183,-244,244,-37,101,31,6071,34760,100863,29,195840,1
1239,277800,-3,140,1068,-549,-122,-1281,-60,120,1069,305,610,-1037,-36,97,31,6070,34750,100862,29,201600,1
1240,278000,0,128,1054,-488,-610,-1647,-62,96,1049,183,-183,-1220,-38,94,30,6070,34750,100862,29,204480,1
1241,278200,5,117,1044,793,-610,-854,-82,116,1030,1159,-122,-732,-39,92,30,6072,34750,100862,29,208800,1
1242,278400,5,113,1058,671,-976,-854,-52,121,1027,915,-244,-671,-38,88,32,6070,34750,100863,29,213120,1
1243,278600,1,160,1076,976,-488,-549,-60,124,1050,1586,0,-244,-39,85,31,6071,34750,100864,29,217440,1
1244,278800,5,119,1039,-305,-366,-122,-32,116,1022,183,305,0,-40,81,32,6071,34750,100864,29,223200,1
1245,279000,-1,156,1078,-61,-427,1037,-57,133,1047,183,61,1403,-40,79,31,6070,34750,100864,29,228960,1
1246,279200,-23,177,1080,-366,-61,2014,-70,141,1076,244,549,2136,-40,75,30,6070,34750,100864,29,233280,1
1247,279400,5,140,1062,366,-488,2075,-33,128,1038,488,244,2014,-39,70,30,6072,34750,100864,29,240480,1
1248,279600,-1,126,1066,244,-183,427,-49,109,1037,427,549,610,-39,66,30,6071,34740,100865,29,244800,1
1249,279800,-5,136,1054,-366,-671,-976,-52,135,1051,-122,-244,-732,-39,64,28,6071,34740,100865,29,249120,1
1250,280000,-13,146,1093,549,-61,-610,-58,131,1051,915,549,-488,-40,59,28,6072,34740,100865,29,253440,1
1251,280200,5,140,1044,244,-61,-183,-63,111,1070,488,549,-61,-41,54,26,6072,34740,100865,29,254880,1
1252,280400,-35,152,1113,671,122,427,-115,122,1062,1098,305,488,-43,51,25,6071,34740,100865,29,256320,1
1253,280600,11,134,1023,-244,0,-1037,-34,107,1031,305,671,-854,-43,47,24,6071,34740,100866,29,259200,1
1254,280800,5,130,1037,-61,-1159,-61,-47,139,1035,305,-488,244,-45,43,24,6073,34740,100865,29,262080,1
1255,281000,-15,150,1062,-366,305,610,-71,117,1061,976,854,915,-47,39,25,6070,34740,100865,29,264960,1
1256,281200,0,136,1044,122,0,1647,-59,126,1044,-122,488,1647,-50,35,27,6072,34740,100865,29,270720,1
1257,281400,-35,142,1070,-61,305,1708,-69,123,1027,488,732,2014,-51,32,28,6072,34740,100866,29,273600,1
1258,281600,0,138,1029,427,-732,1770,-71,137,1072,671,-122,2075,-53,28,30,6074,34740,100863,29,276480,1
1259,281800,-21,148,1089,-671,-1281,-305,-83,120,1073,-366,-915,-183,-54,24,32,6071,34740,100864,29,277920,1
1260,282000,5,105,1064,-122,-366,-1037,-55,104,1053,244,305,-732,-54,22,35,6070,34740,100864,29,277920,1
1261,282200,5,152,1066,-427,-549,-854,-56,122,1054,-305,0,-915,-55,19,36,6070,34740,100865,29,275040,1
1262,282400,5,154,1033,244,-61,-183,-22,126,1011,610,671,183,-55,16,38,6071,34740,100864,29,273600,1
1263,282600,-19,105,1062,183,244,1647,-68,60,997,732,549,1831,-55,14,40,6070,34740,100864,29,272160,1
1264,282800,-13,138,1048,610,-732,-1831,-78,104,1054,488,-366,-1892,-57,12,42,6072,34730,100863,29,270720,1
