 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmg160_x[mDeg];bmg160_y[mDeg];bmg160_z[mDeg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];bmm150_x[microT];bmm150_y[microT];bmm150_z[microT];bmm150_res;bme280_temp[mDeg];bme280_press[Pa];bme280_hum[rh];max44009_bright[mLux];
151200;0;126;1060;-366;61;4638;-66;115;1063;244;427;4882;-80;45;101;6051;35260;100867;29;51840;
151400;-3;146;1048;61;-244;3479;-65;110;1041;244;305;3723;-74;49;107;6051;35260;100866;28;51120;
151600;-15;164;1056;732;61;3662;-67;131;1056;1037;610;3845;-66;50;109;6051;35260;100866;29;50400;
151800;-3;154;1054;-122;366;3784;-58;124;1053;305;1037;3784;-58;54;111;6052;35250;100866;29;49320;
152000;-13;130;1085;0;-305;3173;-88;111;1077;366;183;3234;-50;56;115;6050;35250;100867;29;48960;
152200;7;111;1015;-854;-610;2319;-60;104;1034;-366;-183;2380;-40;59;114;6053;35250;100866;29;49680;
152400;-15;140;1072;-183;-854;1525;-71;117;1052;183;-305;1586;-31;62;114;6051;35250;100867;29;51840;
152600;5;146;1058;-427;61;1708;-43;133;1063;122;671;2075;-22;64;111;6051;35250;100866;29;53640;
152800;5;152;1072;-549;-854;2258;-58;109;1050;-183;-366;2624;-15;65;107;6051;35250;100867;29;55440;
153000;5;117;1041;183;-183;2258;-24;107;1053;671;610;2502;-7;68;103;6052;35250;100865;29;56520;
153200;-15;121;1062;-427;610;1525;-65;130;1087;-366;1098;1586;-3;70;97;6052;35250;100867;29;57600;
153400;5;113;1080;61;366;1342;-57;109;1051;-122;915;1342;5;71;91;6050;35250;100864;29;58680;
153600;7;164;1048;0;-976;1037;-61;107;1066;305;-549;1098;6;73;85;6051;35240;100864;29;58680;
153800;-7;148;1054;-732;0;732;-35;128;1041;-366;610;854;9;74;79;6053;35240;100865;29;59040;
154000;39;109;1015;732;-1037;3845;-1;116;990;1281;-244;4089;12;75;72;6051;35240;100866;29;59760;
154200;-31;150;1101;-61;1098;11230;-74;165;1091;305;1708;11657;13;74;66;6051;35240;100865;29;60120;
154400;-11;160;1046;-793;1403;14404;-73;144;1047;-610;1770;14709;17;70;59;6051;35240;100866;29;60120;
154600;5;119;1037;-183;2014;16601;-15;120;1018;61;2868;16845;18;64;53;6051;35240;100866;29;59760;
154800;5;166;1019;-610;1281;17517;-27;121;1021;-122;2136;17761;20;60;47;6052;35240;100866;29;59400;
155000;5;199;1041;-61;854;17944;-59;158;1065;122;1281;18066;22;53;42;6051;35240;100865;29;59400;
155200;1;109;1017;-427;1831;17578;-43;132;1039;-366;2502;17822;21;48;38;6052;35240;100865;29;59400;
155400;-7;140;1076;-122;2197;17578;-58;129;1050;244;2807;17761;20;39;34;6052;35230;100866;29;60120;
155600;-9;199;1044;-61;1525;16967;-71;143;1076;183;1953;17211;17;34;31;6053;35230;100866;29;60480;
155800;3;140;1041;-732;1525;14465;-51;104;1028;-427;2136;14648;15;27;29;6053;35230;100867;29;61920;
156000;-46;126;1080;-793;1831;11596;-75;89;1076;-549;2319;11779;10;22;26;6051;35230;100867;29;63000;
156200;-15;146;1089;-732;1281;8178;-67;121;1061;-488;1831;8361;6;18;26;6052;35230;100864;29;64800;
156400;5;117;1037;-427;366;6164;-31;108;1023;-122;1098;6408;2;14;27;6052;35230;100867;29;67320;
156600;5;142;1062;-427;671;5432;-27;110;1038;-61;1403;5737;-3;10;27;6049;35230;100864;28;70560;
156800;7;158;1050;-244;2441;8728;-18;144;1045;-732;3173;9033;-6;7;30;6051;35230;100864;28;73440;
157000;7;195;1013;61;1098;13671;-60;120;1039;549;1708;13793;-8;5;32;6052;35230;100865;29;76680;
157200;3;146;1062;-976;2014;14587;-52;125;1037;-732;2441;14892;-12;0;35;6052;35230;100865;29;82080;
157400;-37;156;1078;-1098;3112;16418;-69;131;1067;-732;3601;16723;-15;-5;38;6051;35220;100864;28;87480;
157600;-27;164;1083;-366;2258;16418;-53;137;1024;-61;2868;16601;-20;-9;43;6050;35220;100864;28;92160;
157800;5;119;1031;-183;1342;16967;-26;142;1012;-122;2014;17333;-21;-14;47;6051;35220;100864;28;91440;
158000;-9;160;1064;732;976;17639;-58;127;1041;1037;1708;17944;-27;-18;51;6051;35220;100865;28;75960;
158200;-31;187;1054;0;1525;16906;-93;134;1070;305;1892;16906;-29;-23;56;6052;35220;100865;28;56160;
158400;5;119;1031;-1098;793;14709;-50;118;1029;-610;1342;14953;-32;-25;62;6052;35220;100865;28;50760;
158600;-3;140;1054;-122;1953;13488;-44;120;1060;61;2746;14099;-36;-27;67;6050;35220;100865;28;50760;
158800;-13;160;1033;305;366;11657;-94;126;1075;488;976;11779;-36;-30;71;6050;35220;100866;28;52200;
159000;-25;144;1048;-427;-610;7080;-95;109;1065;-122;183;7263;-39;-30;77;6053;35220;100866;28;53640;
159200;1;105;1058;-427;183;3662;-46;109;1033;122;915;3906;-39;-31;81;6051;35210;100865;28;55080;
159400;5;140;1068;61;-427;2075;-41;126;1040;366;427;2319;-36;-30;84;6051;35210;100865;28;56520;
159600;5;154;1080;-610;305;1525;-16;135;1052;-244;915;1770;-35;-30;87;6052;35210;100866;28;62280;
159800;-29;171;1072;183;-183;2075;-84;142;1076;549;183;2197;-34;-28;89;6053;35210;100866;28;79920;
160000;-5;164;1048;122;610;2441;-50;143;1046;427;1403;2624;-31;-28;92;6052;35210;100864;28;102240;
160200;-3;150;1027;-366;61;2746;-55;137;1046;-366;671;2990;-29;-27;94;6053;35210;100865;28;137520;
160400;-9;181;1037;-366;-915;1953;-47;124;1049;183;-122;2441;-29;-23;94;6052;35210;100865;28;150480;
160600;-5;158;1041;-183;-732;1647;-82;134;1047;183;-122;1831;-28;-19;96;6052;35210;100865;28;154080;
160800;0;136;1009;-183;122;1647;-38;100;1034;305;732;1831;-26;-16;96;6052;35210;100865;28;156240;
161000;3;164;1064;488;122;2197;-38;123;1073;610;732;2502;-25;-12;96;6054;35200;100865;28;158400;
161200;5;138;1060;-61;-1647;1525;-52;119;1069;366;-1037;1708;-23;-9;95;6053;35200;100866;28;160560;
161400;-13;148;1052;-549;-1037;366;-69;123;1056;61;-610;427;-22;-6;97;6053;35200;100866;28;162000;
161600;5;126;1025;61;-1647;-732;-26;100;1015;427;-915;-610;-19;-1;95;6056;35200;100865;28;163440;
161800;3;156;1033;427;-549;-793;-50;116;1028;1037;122;-732;-17;2;94;6053;35200;100864;28;165600;
162000;0;171;1076;183;488;183;-52;136;1065;671;1281;366;-16;7;94;6054;35200;100865;28;167040;
162200;7;164;1078;-610;183;1708;-33;137;1047;-427;671;1892;-13;9;92;6052;35200;100865;28;168480;
162400;5;181;1056;-671;976;11230;-49;167;1029;183;1464;11352;-9;10;90;6052;35200;100865;28;169200;
162600;11;201;1056;610;1892;22277;-34;150;1029;732;2502;22583;-7;11;85;6055;35200;100867;28;169920;
162800;-41;144;1003;-305;2502;23925;-132;109;1014;0;2990;24291;-4;9;81;6053;35200;100867;28;171360;
163000;-87;132;1068;-488;1953;19470;-161;97;1086;-122;2563;19714;-1;7;76;6055;35200;100867;28;172080;
163200;-50;158;1048;-1098;2319;15258;-113;97;1063;-671;2807;15686;1;4;73;6054;35200;100867;28;173520;
163400;-62;125;1070;-610;2075;14404;-115;112;1053;-305;2502;14709;2;0;67;6053;35200;100867;28;173520;
163600;-15;138;1064;-183;1586;12023;-80;123;1055;305;1953;12207;3;-3;64;6054;35200;100867;28;174240;
163800;-1;117;1066;-244;1098;11291;-49;113;1036;61;1770;11596;1;-5;63;6054;35200;100866;28;174960;
164000;-19;140;1046;0;549;10437;-88;113;1049;427;1159;10498;2;-11;59;6052;35190;100866;28;174240;
164200;3;158;1046;0;671;8972;-48;128;1049;305;1281;9094;1;-11;59;6053;35200;100866;28;174240;
164400;5;136;1056;-61;793;9216;-71;119;1065;183;1464;9399;2;-13;58;6053;35190;100866;28;174240;
164600;-7;125;1052;-122;732;8300;-68;112;1042;183;1220;8483;1;-16;54;6054;35190;100867;29;174960;
164800;3;138;1056;-244;183;7263;-63;120;1054;183;793;7385;-1;-20;53;6055;35190;100867;29;176400;
165000;5;156;1076;-427;793;9277;-37;134;1046;-61;1464;9582;-3;-21;52;6053;35190;100863;29;176400;
165200;7;154;1056;-488;1464;10375;-26;126;1052;-183;1892;10742;-5;-26;49;6057;35190;100862;29;177840;
165400;7;150;1066;-305;854;11474;-35;143;1052;61;1342;11779;-8;-28;46;6053;35190;100863;29;179280;
165600;-7;146;1070;-915;915;11718;-42;146;1064;-671;1586;11962;-10;-34;45;6054;35190;100863;29;180000;
165800;7;154;1041;-427;610;9277;-21;131;1034;-305;1342;9399;-15;-35;44;6054;35190;100863;29;181440;
166000;5;156;1058;244;976;8361;-35;125;1044;854;1342;8422;-18;-40;41;6054;35190;100863;29;182880;
166200;1;150;1052;-244;-610;6408;-52;120;1062;0;-122;6530;-22;-44;40;6054;35190;100865;29;185760;
166400;-29;175;1082;122;-549;4516;-68;129;1059;366;-122;4821;-27;-47;40;6054;35180;100864;29;185760;
166600;-23;146;1105;-976;-915;2441;-78;119;1082;-732;-183;2746;-29;-49;39;6052;35190;100864;29;185760;
166800;11;132;1064;-1037;-61;976;-34;92;1045;-671;305;1098;-32;-50;38;6054;35180;100864;29;187200;
167000;3;164;1037;366;976;1525;-49;126;1034;671;1525;1770;-34;-53;39;6055;35180;100864;29;187200;
167200;148;-9;894;-3234;-1098;-2258;60;35;966;-2380;-305;-2929;-36;-54;39;6055;35180;100864;29;188640;
167400;-226;101;720;-488;6896;1281;-193;-7;1016;-4150;7751;2624;-37;-57;40;6052;35180;100864;29;191520;
167600;-64;207;1132;-2441;2441;1892;-52;153;1169;-1037;3173;1953;-40;-57;41;6054;35180;100864;29;194400;
167800;-1;113;1050;-854;1525;3112;-35;92;1003;-488;2014;3173;-40;-58;41;6054;35180;100864;29;195840;
168000;5;130;1060;305;671;3662;-46;118;1045;854;1098;3845;-40;-58;42;6054;35180;100865;29;197280;
168200;-132;173;839;-427;8911;61;19;107;692;-366;9643;0;-39;-59;43;6054;35180;100865;29;198720;
168400;56;140;1082;-671;-427;1464;87;138;1061;-366;366;1586;-39;-59;42;6054;35180;100865;29;200160;
168600;42;78;1054;-488;-1953;671;-2;65;1000;-122;-1220;854;-36;-61;40;6054;35180;100865;29;203040;
168800;5;132;1029;854;-1525;0;-55;121;1034;1159;-793;183;-36;-61;38;6053;35180;100865;29;204480;
169000;-23;175;1046;366;-1037;-1281;-81;124;1078;915;-610;-976;-34;-60;36;6053;35180;100865;29;208800;
169200;-27;158;1099;-244;-1159;-793;-56;104;1059;-122;-488;-671;-32;-61;35;6054;35180;100864;29;210240;
169400;5;158;1035;244;-2319;-1159;-57;109;1044;427;-1586;-976;-32;-63;29;6054;35170;100864;29;213120;
169600;-9;128;1060;-1098;-427;-1708;-81;118;1063;-305;122;-1403;-30;-64;26;6053;35170;100864;29;216000;
169800;7;121;1080;-244;-488;-1586;-35;135;1046;549;-61;-1403;-31;-66;23;6053;35170;100863;29;218880;
170000;-9;160;1064;-122;-488;-976;-46;112;1058;549;183;-732;-32;-67;18;6052;35170;100863;29;221760;
170200;-19;142;1070;-732;-366;-1159;-78;108;1083;-427;244;-915;-34;-69;14;6054;35170;100863;29;223200;
170400;7;156;1050;-488;-854;-122;-32;135;1046;-61;-244;0;-38;-70;11;6053;35170;100861;29;224640;
170600;3;121;1027;-183;-854;122;-67;95;1042;122;-427;183;-42;-71;9;6053;35170;100861;29;224640;
170800;5;136;1042;-366;-61;183;-33;89;1040;122;366;427;-45;-73;6;6054;35170;100862;29;226080;
171000;7;150;1066;793;-671;1464;-49;132;1067;976;-122;1647;-48;-73;7;6054;35170;100862;28;227520;
171200;-5;134;1064;-61;-854;427;-69;114;1076;427;-183;671;-53;-73;6;6054;35160;100861;28;228960;
171400;11;154;1039;-122;-854;854;-37;132;1042;854;-488;1098;-58;-74;4;6055;35160;100862;28;230400;
171600;25;111;1021;-427;-488;-183;-12;104;1008;366;-61;0;-62;-75;6;6055;35160;100862;28;233280;
171800;1;134;1050;-122;61;793;-40;104;1059;488;671;915;-67;-75;7;6055;35160;100862;29;234720;
172000;-11;154;1042;183;-183;793;-69;133;1065;305;183;915;-70;-73;8;6055;35160;100863;28;236160;
172200;7;111;1023;122;-366;-61;-38;119;1028;671;183;0;-74;-72;9;6055;35160;100862;28;237600;
172400;15;183;1046;61;-915;488;-17;105;1022;427;-244;488;-76;-71;10;6056;35160;100863;28;237600;
172600;17;132;1044;-61;-122;-732;-10;95;1020;183;122;-732;-78;-69;11;6054;35160;100863;28;237600;
172800;-41;158;1125;427;854;1037;-72;105;1048;854;1281;1281;-80;-69;12;6055;35160;100862;28;237600;
173000;-31;134;1052;-671;122;-122;-75;113;1061;-366;793;183;-83;-67;14;6055;35160;100862;28;236160;
173200;13;123;1007;-61;-915;183;-15;107;998;671;-244;427;-85;-67;17;6054;35160;100864;28;227520;
173400;-5;125;1052;-488;-793;549;-41;93;1050;61;0;549;-87;-65;19;6054;35160;100864;28;224640;
173600;3;132;1041;-183;61;-488;-41;110;1049;488;854;-305;-88;-63;23;6055;35160;100863;28;223200;
173800;-9;134;1070;671;-610;0;-75;123;1055;1403;-305;305;-89;-61;27;6055;35160;100862;28;220320;
174000;1;123;1091;61;-854;-1342;-70;115;1066;732;-427;-1159;-88;-58;29;6055;35150;100863;28;223200;
174200;-3;128;1058;-183;-244;-1159;-45;109;1055;0;122;-854;-88;-57;31;6055;35150;100863;28;224640;
174400;31;152;986;305;-1342;-1525;-1;99;1003;915;-488;-1464;-87;-56;34;6055;35150;100863;28;223200;
174600;11;136;1035;-244;-488;-793;-20;104;1051;366;183;-671;-85;-53;37;6055;35150;100864;28;223200;
174800;-29;121;1068;122;183;0;-59;108;1059;549;793;183;-84;-51;40;6055;35160;100864;28;223200;
175000;-37;164;1048;0;549;305;-76;119;1043;-122;1464;122;-83;-48;42;6054;35160;100864;28;223200;
175200;15;146;1039;0;-793;122;-16;95;1011;366;122;305;-83;-46;45;6053;35150;100862;28;223200;
175400;-31;146;1021;854;-183;122;-57;110;1046;976;427;427;-81;-43;46;6056;35150;100861;28;221760;
175600;7;136;1050;-549;-366;-1220;-13;88;1038;976;793;-732;-79;-39;50;6054;35150;100861;28;221760;
175800;-25;166;1072;-122;-549;-549;-85;118;1077;305;-244;-488;-78;-37;52;6055;35150;100861;28;218880;
176000;-23;148;1056;-427;-854;-976;-83;124;1063;-61;-305;-732;-75;-33;54;6055;35150;100861;28;217440;
176200;5;134;1066;-610;-854;-244;-30;111;1038;-244;-183;0;-73;-32;56;6057;35150;100861;28;216000;
176400;5;113;1082;61;-427;244;-67;99;1044;488;0;427;-68;-27;57;6054;35150;100861;28;213120;
176600;1;119;1050;61;-427;427;-46;86;1066;427;122;671;-64;-24;58;6055;35150;100860;28;208800;
176800;-27;160;1052;-732;183;61;-77;128;1060;-305;549;122;-60;-20;55;6058;35140;100861;28;205920;
177000;-21;187;1044;-1098;-61;-732;-53;103;1058;-305;366;-427;-55;-16;53;6056;35140;100861;28;198720;
177200;-5;175;1078;0;488;-244;-46;115;1047;0;1281;122;-54;-13;51;6056;35140;100860;28;194400;
177400;7;128;1060;-366;244;671;-49;113;1041;-305;610;854;-51;-11;47;6056;35140;100861;28;191520;
177600;-39;144;1044;244;793;1831;-64;104;1053;1159;1220;2136;-50;-7;44;6056;35140;100862;28;191520;
177800;3;128;1078;-488;-488;1281;-46;102;1050;610;793;1037;-48;-4;40;6055;35140;100862;28;188640;
178000;-11;148;1044;122;-671;-610;-63;104;1045;427;-366;-427;-47;-1;34;6054;35140;100862;29;185760;
178200;-19;121;1070;671;244;-1098;-58;111;1038;1281;854;-854;-48;-1;33;6056;35140;100862;29;184320;
178400;3;125;1064;-122;-1403;-1342;-59;98;1049;122;-732;-1220;-48;2;29;6056;35140;100862;29;183600;
178600;-27;150;1072;549;-366;-1159;-74;102;1040;976;122;-915;-49;4;23;6057;35140;100862;29;183600;
178800;3;103;1039;-671;-1586;-1098;-60;114;1044;-488;-915;-1098;-51;6;20;6057;35140;100863;29;182160;
179000;-17;130;1050;61;-549;-1159;-76;104;1060;122;-366;-854;-53;7;16;6054;35140;100863;29;179280;
179200;5;144;1044;-122;0;-183;-34;111;1038;488;549;-61;-57;9;13;6056;35130;100864;29;175680;
179400;-23;144;1035;-1037;549;-610;-63;112;1041;-305;915;-427;-59;10;9;6054;35130;100863;29;173520;
179600;5;109;1046;305;0;-488;-49;80;1046;366;671;-122;-63;11;6;6055;35130;100863;29;171360;
179800;0;154;1068;-427;854;-366;-41;101;1048;0;1464;-183;-67;12;4;6056;35130;100865;29;169200;
180000;-15;121;1080;61;488;244;-75;114;1065;610;915;427;-72;13;1;6055;35130;100865;29;167040;
180200;7;146;1039;-732;-915;-122;-41;112;1040;-244;-427;61;-76;14;-2;6056;35130;100866;29;164880;
180400;-9;146;1066;-366;305;1953;-79;117;1053;183;976;1892;-80;16;-3;6056;35130;100866;29;162000;
180600;5;121;1080;-427;854;2319;-20;101;1042;122;1647;2685;-86;16;-3;6058;35130;100863;29;161280;
180800;-44;142;1056;-244;549;2929;-96;127;1065;122;915;3234;-91;17;-3;6056;35130;100864;29;159840;
181000;-70;156;1085;-366;183;1037;-116;104;1078;0;671;1037;-97;17;-4;6055;35130;100864;29;159120;
181200;-3;95;1013;61;-305;-610;-56;74;1019;-61;183;-549;-101;18;-1;6054;35130;100864;29;158400;
181400;5;121;1062;61;-488;-1098;-51;91;1042;488;488;-854;-106;20;2;6056;35130;100864;29;156240;
181600;5;123;1062;-366;-549;-610;-67;85;1002;0;-244;-366;-110;20;3;6054;35130;100864;29;155520;
181800;-3;130;1041;671;-732;-488;-57;106;1030;1037;61;-366;-113;21;5;6056;35130;100864;29;156240;
182000;-5;136;1068;610;-488;-610;-64;119;1047;915;183;-427;-117;19;10;6056;35130;100864;29;157680;
182200;-3;121;1072;244;-1037;-671;-69;92;1045;610;-366;-366;-120;19;13;6056;35130;100864;29;159840;
182400;-37;130;1039;1159;-1525;-183;-85;112;1032;1037;-976;61;-123;21;15;6055;35130;100864;29;162000;
182600;0;128;1052;732;-549;-732;-57;120;1063;549;183;-610;-125;20;20;6055;35130;100864;29;163440;
182800;0;164;1041;793;-976;-1281;-80;140;1070;854;-549;-1098;-128;21;25;6056;35130;100864;29;164160;
183000;0;150;1054;305;427;-976;-56;133;1071;732;854;-671;-133;22;30;6056;35120;100864;29;164160;
183200;7;144;1023;549;-915;-1403;-41;117;1025;976;-244;-1098;-136;23;37;6054;35120;100864;29;167040;
183400;7;152;1011;-122;122;244;-16;119;1044;244;854;488;-138;23;43;6057;35120;100866;29;167760;
183600;-15;162;1060;305;61;1647;-75;122;1064;793;671;2014;-139;25;52;6056;35120;100865;29;167760;
183800;-1;150;1048;915;793;2319;-49;109;1040;1342;1220;2563;-139;29;61;6058;35120;100866;29;167040;
184000;-25;167;1070;244;-915;1281;-80;154;1086;610;-305;1403;-138;33;69;6056;35120;100867;29;167760;
184200;-15;160;1037;122;-1403;-793;-76;113;1047;488;-1098;-671;-135;34;79;6057;35120;100866;29;169200;
184400;7;166;1025;0;-1220;-1464;-21;130;1036;427;-793;-1342;-128;36;85;6058;35120;100866;28;171360;
184600;1;160;1083;244;-1403;-976;-47;135;1061;1098;-671;-976;-124;38;94;6057;35120;100866;29;173520;
184800;-64;103;1078;-1586;0;-2197;-103;81;1092;-1281;610;-2075;-116;38;101;6057;35120;100865;29;174960;
185000;-9;160;1064;-976;671;-1159;-21;133;1038;-671;1403;-1098;-108;40;109;6057;35120;100866;29;176400;
185200;7;162;1044;366;122;-183;-33;126;1030;732;427;0;-103;39;111;6056;35120;100866;29;177840;
185400;-11;138;1046;-549;-610;-366;-84;127;1075;-122;-244;-183;-93;41;114;6057;35110;100866;29;180720;
185600;0;130;1066;183;-549;1037;-48;140;1036;427;183;1220;-83;42;118;6056;35110;100866;29;182880;
185800;-17;156;1101;-732;427;610;-72;126;1060;-488;976;671;-73;43;119;6057;35110;100862;29;185760;
186000;5;130;1037;-305;-122;854;-39;110;1013;183;366;976;-65;43;118;6057;35110;100866;29;188640;
186200;1;146;1039;-366;549;1159;-56;128;1044;427;1159;1342;-55;40;118;6055;35110;100863;29;192960;
186400;-17;148;1068;-610;-61;1647;-52;135;1043;-244;671;1892;-48;42;113;6057;35110;100864;28;197280;
186600;-11;142;1048;183;366;1098;-65;100;1072;305;1098;1403;-42;40;108;6056;35110;100864;29;198720;
186800;5;130;1037;122;61;1892;-53;112;1036;549;610;2075;-39;38;103;6056;35110;100864;29;201600;
187000;-23;154;1082;366;-427;427;-79;112;1063;610;244;671;-36;38;98;6058;35110;100864;29;203040;
187200;7;175;1033;183;-1098;1953;-10;148;1033;366;-427;2380;-37;36;92;6056;35110;100864;29;205920;
187400;-13;226;1132;-732;-122;9094;-37;202;1040;-305;305;9399;-38;34;88;6057;35110;100864;29;210240;
187600;-58;105;970;-2380;2075;14282;-136;105;937;-1403;2380;14648;-39;32;83;6056;35110;100864;29;217440;
187800;7;126;1068;-1647;3112;22949;0;151;1069;-3112;4272;23132;-41;31;78;6056;35110;100864;29;226080;
188000;9;128;1056;-549;610;21972;-13;132;999;-610;1403;22094;-42;32;74;6056;35100;100865;29;240480;
188200;-3;171;1031;-305;2502;22277;-61;106;1032;-854;2929;22521;-43;32;70;6057;35100;100864;29;253440;
188400;3;134;1042;-915;3295;22155;-58;130;1058;-488;3906;22521;-44;33;61;6056;35100;100863;29;264960;
188600;-1;183;1062;488;1831;24597;-21;173;1011;1586;2136;25207;-43;35;56;6057;35100;100863;29;276480;
188800;-5;140;1025;-610;2807;21667;-74;144;1077;-61;3356;21911;-42;36;49;6057;35100;100864;29;288000;
189000;7;181;1042;-427;2441;19653;-34;140;1060;-122;2929;19775;-42;35;41;6055;35100;100865;29;300960;
189200;5;146;1031;-671;2075;17395;-41;108;1053;-488;2624;17578;-42;35;32;6056;35100;100865;29;312480;
189400;-9;138;1078;-366;1953;14465;-66;121;1044;-61;2563;14831;-43;35;24;6056;35100;100865;29;322560;
189600;0;150;1044;366;2380;14770;-64;146;1058;427;2868;15197;-47;32;17;6057;35100;100865;29;332640;
189800;-1;169;1046;-549;2197;16357;-46;138;1042;122;2929;16784;-49;33;8;6058;35100;100866;29;342720;
190000;-15;187;1099;-305;3356;19409;-50;157;1071;-122;3906;19714;-55;30;2;6058;35100;100865;29;349920;
190200;11;140;1037;-1098;2380;18615;-15;115;996;-732;2807;19104;-61;30;-6;6057;35100;100865;29;351360;
190400;3;138;1101;-793;2380;18615;-55;140;1060;-671;2807;18920;-65;30;-12;6058;35100;100866;29;349920;
190600;-44;148;1056;-1098;2441;18310;-109;122;1038;-488;3112;18615;-70;32;-18;6055;35100;100865;29;344160;
190800;-23;125;1041;-976;1708;18310;-75;118;1059;-671;2441;18676;-76;33;-23;6058;35100;100865;29;334080;
191000;-9;119;1005;0;1281;18005;-80;134;1050;61;1770;18249;-82;35;-28;6058;35100;100865;29;319680;
191200;-42;158;1082;-1098;1708;17089;-99;144;1070;-915;2380;17211;-86;38;-31;6059;35100;100866;28;312480;
191400;-17;167;1033;-976;1281;14343;-64;97;987;-610;1892;14404;-90;40;-35;6058;35100;100867;28;298080;
191600;-33;123;1072;-854;1281;13244;-98;126;1078;-1098;1525;13549;-92;45;-38;6057;35090;100866;28;280800;
191800;0;125;1062;-61;1037;11291;-69;106;1043;488;1464;11657;-94;47;-39;6059;35090;100865;28;269280;
192000;3;134;1041;-122;305;6835;-67;92;1044;183;1098;6958;-97;48;-42;6059;35090;100864;28;259200;
192200;-11;121;1064;-915;-244;4455;-65;119;1062;-427;488;4760;-98;48;-42;6058;35090;100864;28;218880;
192400;7;150;1062;-122;610;2685;-37;133;1051;427;1159;2990;-100;50;-44;6059;35090;100864;28;204480;
192600;-11;175;1107;-305;-183;1770;-60;115;1067;61;366;2014;-104;51;-46;6057;35090;100864;28;195840;
192800;-13;130;1048;122;-427;1159;-66;123;1044;549;183;1342;-107;52;-46;6060;35090;100865;28;182160;
193000;-7;146;1025;-793;-488;61;-56;101;1044;-305;183;366;-111;54;-47;6059;35090;100864;28;175680;
193200;5;171;1029;-61;-793;1159;-50;106;1045;488;-183;1403;-113;52;-48;6057;35090;100864;28;129600;
193400;7;144;1019;122;-488;1464;-16;134;1022;793;305;1586;-117;53;-48;6057;35090;100864;28;90360;
193600;-21;160;1044;244;122;2319;-72;128;1054;549;671;2441;-120;52;-48;6057;35090;100864;28;77040;
193800;-19;148;1080;-854;915;2075;-65;120;1061;-549;1220;2319;-123;51;-47;6057;35090;100865;28;73440;
194000;-21;164;1072;122;-366;2258;-66;124;1056;244;244;2502;-128;51;-46;6057;35090;100866;28;77400;
194200;-13;132;1058;-305;-488;2929;-55;129;1059;244;305;3112;-130;48;-45;6057;35080;100866;28;78480;
194400;-23;167;1064;244;488;7080;-97;144;1087;732;976;7385;-133;47;-42;6058;35080;100866;28;76680;
194600;3;203;1089;-1403;1770;11779;-50;152;1071;-1098;2380;12084;-136;47;-40;6056;35080;100867;28;75600;
194800;-41;205;1068;427;1831;17456;-88;143;1069;854;2319;17517;-139;46;-37;6057;35080;100867;28;73800;
195000;-7;158;1048;-183;1098;18066;-96;127;1073;-366;1892;18371;-140;45;-34;6058;35080;100866;28;68400;
195200;5;138;1029;-1098;2136;18615;-48;127;1027;-549;2685;19042;-143;44;-31;6058;35080;100867;28;65520;
195400;-11;109;1044;0;2624;19531;-77;127;1056;0;3295;19836;-145;45;-26;6056;35080;100866;28;67680;
195600;17;183;1070;-122;915;18310;-23;133;1033;366;1464;18798;-148;43;-20;6057;35080;100865;28;70200;
195800;7;169;1033;488;1342;18310;-64;95;1034;915;1953;18554;-149;45;-15;6055;35080;100866;28;72000;
196000;-21;185;1064;-366;2807;18005;-89;131;1065;427;3479;18371;-151;46;-8;6058;35080;100866;28;73440;
196200;-93;164;1001;-305;1281;16052;-164;101;1084;-366;1831;16174;-150;49;-1;6058;35080;100866;28;73800;
196400;-9;132;1048;122;488;12878;-92;152;1082;488;915;13122;-149;50;6;6057;35080;100866;28;73080;
196600;-95;210;1240;-1770;2868;11169;-11;123;1002;-1647;3356;11413;-147;52;12;6056;35080;100867;28;72000;
196800;-5;115;988;-244;61;6225;-38;108;998;549;244;6774;-146;51;18;6058;35070;100869;28;72000;
197000;5;166;1033;488;-1098;3723;-47;150;1067;244;-732;3906;-144;49;23;6057;35070;100869;28;72000;
197200;42;164;994;122;-244;8911;-32;145;1005;671;244;8666;-142;48;28;6057;35070;100863;28;73080;
197400;9;207;1046;-610;2441;18737;-7;151;1027;-488;2929;18737;-140;49;34;6059;35070;100863;28;74520;
197600;19;169;988;-61;1220;20446;-51;125;1059;-122;1953;20751;-138;51;39;6057;35070;100863;28;75960;
197800;7;201;1099;-366;2746;20874;-34;157;1052;-183;3356;21057;-136;53;42;6058;35070;100864;28;77040;
198000;3;199;1042;427;2380;21057;-58;141;1018;427;3112;21423;-133;55;48;6058;35070;100863;28;81360;
198200;-39;183;1097;-732;2380;20568;-98;166;1058;-122;2990;20812;-132;60;51;6058;35070;100863;28;83520;
198400;1;158;1005;-1159;2319;18615;-57;125;1040;-61;2685;19226;-128;65;55;6057;35070;100864;28;87480;
198600;-29;156;1064;-732;2014;19531;-77;123;1052;-244;2319;19775;-123;70;62;6059;35070;100864;28;101520;
198800;-15;125;1019;-976;915;17883;-97;99;1053;-1281;1647;18127;-117;76;67;6057;35070;100864;28;102960;
