, unit--timestamp[ms],bma280_x[mg],bma280_y[mg],bma280_z[mg],bmg160_x[mDeg],bmg160_y[mDeg],bmg160_z[mDeg],bmi160_a_x[mg],bmi160_a_y[mg],bmi160_a_z[mg],bmi160_g_x[mDeg],bmi160_g_y[mDeg],bmi160_g_z[mDeg],bmm150_x[microT],bmm150_y[microT],bmm150_z[microT],bmm150_res,bme280_temp[mDeg],bme280_press[Pa],bme280_hum[rh],max44009_bright[mLux],Class
0,0,5,103,1052,-61,-305,61,-46,80,1057,427,183,122,-53,58,30,6127,33330,100850,32,44280,1
1,200,5,109,1060,-122,-549,-61,-43,81,1055,244,122,122,-54,57,28,6126,33330,100849,32,44280,1
2,400,3,109,1062,-122,-305,122,-46,79,1054,366,183,244,-52,58,28,6128,33330,100850,32,50760,1
3,600,3,105,1054,-61,-366,61,-43,78,1055,244,122,122,-53,57,29,6126,33330,100850,32,50760,1
4,800,1,113,1062,0,-366,0,-46,78,1056,305,183,244,-52,58,29,6127,33330,100850,32,51840,1
5,1000,5,103,1056,-61,-488,-244,-47,80,1057,305,61,61,-52,58,29,6128,33330,100850,32,51840,1
6,1200,5,117,1058,61,-305,122,-47,77,1054,366,183,305,-52,59,29,6128,33330,100849,32,49680,1
7,1400,5,105,1056,-61,-366,0,-44,79,1055,366,183,122,-52,59,28,6128,33330,100848,32,49680,1
8,1600,3,111,1050,0,-305,0,-43,78,1052,366,122,122,-53,58,30,6126,33330,100848,32,50040,1
9,1800,0,101,1056,-61,-427,0,-51,74,1056,427,61,244,-52,58,29,6125,33330,100848,32,50040,1
10,2000,5,103,1056,-427,-244,0,-45,80,1061,183,305,183,-52,57,29,6126,33330,100848,32,51120,1
11,2200,5,107,1066,61,-366,-122,-44,75,1053,244,183,183,-54,58,30,6125,33330,100847,32,51120,1
12,2400,1,103,1054,-61,-366,-122,-48,75,1054,305,183,61,-53,58,30,6127,33340,100849,32,53280,1
13,2600,5,105,1058,-61,-305,-61,-48,76,1056,305,122,305,-53,57,30,6126,33340,100849,32,53280,1
14,2800,3,111,1060,-61,-427,122,-45,77,1055,305,244,61,-53,58,28,6125,33340,100849,32,56520,1
15,3000,5,103,1064,-122,-427,183,-45,79,1056,366,244,244,-53,57,29,6126,33340,100849,32,56520,1
16,3200,5,107,1058,-122,-305,61,-45,78,1056,427,244,183,-53,58,29,6126,33340,100849,32,57240,1
17,3400,3,111,1054,61,-305,-61,-43,79,1055,244,183,244,-53,58,30,6127,33340,100850,32,57240,1
18,3600,3,109,1058,0,-244,0,-45,77,1056,366,122,183,-52,58,29,6127,33340,100850,32,57600,1
19,3800,5,103,1060,-61,-305,61,-46,79,1053,244,183,122,-52,58,30,6127,33340,100851,32,58320,1
20,4000,1,103,1064,-61,-488,-61,-44,79,1055,366,61,244,-54,56,29,6127,33340,100850,32,59040,1
21,4200,5,111,1056,-61,-183,-61,-43,76,1054,366,183,183,-53,58,28,6127,33340,100849,32,59040,1
22,4400,5,109,1054,-122,-427,-61,-44,77,1053,244,183,244,-53,59,29,6126,33340,100849,32,59040,1
23,4600,5,103,1066,0,-549,-122,-45,77,1056,244,183,244,-53,58,30,6128,33340,100849,32,58680,1
24,4800,5,109,1060,0,-305,-61,-48,78,1057,305,122,122,-53,58,30,6129,33340,100849,32,58680,1
25,5000,5,105,1056,0,-366,-61,-47,78,1054,366,183,122,-54,57,30,6126,33340,100849,32,58680,1
26,5200,3,113,1056,-61,-488,-122,-43,75,1056,305,122,61,-53,57,29,6126,33340,100850,32,58680,1
27,5400,3,103,1060,-244,-244,-61,-50,77,1058,244,122,61,-52,58,31,6127,33350,100850,32,58320,1
28,5600,3,101,1052,-61,-305,0,-46,77,1056,427,122,183,-52,56,30,6127,33350,100849,32,58320,1
29,5800,5,109,1060,0,-549,61,-46,76,1055,305,183,183,-54,58,28,6125,33340,100850,32,58320,1
30,6000,5,103,1058,-244,-305,-305,-43,78,1053,244,61,-122,-53,58,29,6126,33340,100850,32,58320,1
31,6200,3,97,1058,0,-244,183,-44,75,1053,366,183,305,-52,58,30,6126,33340,100849,32,58320,1
32,6400,3,105,1052,-61,-305,122,-46,74,1056,366,183,183,-54,57,30,6127,33340,100849,32,58320,1
33,6600,3,107,1058,-183,-183,-61,-47,76,1056,244,183,183,-52,58,29,6127,33350,100849,32,58320,1
34,6800,5,103,1058,61,-366,-183,-46,77,1056,488,183,122,-54,58,30,6127,33350,100849,32,58320,1
35,7000,5,105,1054,0,-305,-183,-44,78,1056,183,122,0,-52,58,29,6126,33350,100850,32,58320,1
36,7200,7,138,1052,183,-305,-183,-37,74,1050,427,122,122,-52,56,29,6125,33350,100850,32,58320,1
37,7400,5,115,1062,61,-427,-183,-43,82,1055,549,122,-61,-54,58,28,6127,33350,100849,32,58320,1
38,7600,5,111,1056,-61,-610,-122,-46,79,1058,366,122,122,-53,58,29,6125,33350,100849,32,58320,1
39,7800,3,111,1064,-122,-305,61,-51,78,1058,305,122,244,-53,57,30,6124,33350,100848,32,58320,1
40,8000,3,99,1060,-61,-427,0,-43,74,1051,366,122,244,-52,57,29,6125,33350,100848,32,58320,1
41,8200,3,99,1048,244,-244,0,-49,76,1054,366,183,122,-54,58,28,6124,33350,100848,32,58320,1
42,8400,3,105,1062,61,-305,61,-52,77,1057,366,122,183,-53,58,31,6126,33350,100848,32,58320,1
43,8600,3,101,1060,61,-305,0,-44,77,1055,366,122,183,-53,58,29,6126,33350,100848,32,58320,1
44,8800,5,109,1064,61,-305,61,-51,75,1055,427,122,122,-53,58,29,6125,33350,100848,32,58320,1
45,9000,1,107,1060,0,-366,183,-47,76,1054,366,183,244,-54,57,29,6125,33350,100849,32,58320,1
46,9200,5,109,1060,61,-122,0,-45,79,1053,305,183,0,-53,58,29,6126,33350,100847,32,58320,1
47,9400,3,107,1064,-61,-183,-122,-43,78,1055,305,183,61,-54,56,30,6127,33350,100848,32,58320,1
48,9600,5,111,1058,-61,-305,-122,-45,78,1053,366,244,244,-53,58,29,6126,33350,100847,32,58320,1
49,9800,-11,105,1085,61,-244,0,-44,78,1053,427,244,183,-53,57,29,6127,33350,100848,32,58320,1
50,10000,3,109,1060,122,-427,122,-47,78,1050,549,183,305,-53,58,29,6125,33350,100847,32,58680,1
51,10200,3,109,1060,61,-427,122,-41,79,1051,366,122,122,-53,57,28,6126,33350,100848,32,58680,1
52,10400,3,107,1058,-61,-427,0,-48,76,1055,427,183,122,-52,58,29,6127,33360,100853,32,58320,1
53,10600,5,105,1052,122,-427,0,-44,79,1054,488,61,244,-54,58,29,6126,33350,100847,32,58320,1
54,10800,-3,109,1064,0,-244,0,-54,74,1059,488,122,-61,-53,57,29,6126,33360,100852,32,57960,1
55,11000,5,109,1054,61,-122,122,-39,78,1052,366,122,244,-53,57,29,6125,33360,100852,32,57600,1
56,11200,3,111,1060,0,-671,0,-45,79,1057,366,183,122,-54,57,30,6127,33360,100852,32,57600,1
57,11400,5,105,1054,-61,-427,0,-45,78,1051,427,122,122,-53,58,30,6125,33360,100853,32,57240,1
58,11600,5,103,1054,-122,-244,-61,-45,77,1054,305,183,183,-54,58,29,6125,33360,100852,32,56520,1
59,11800,5,107,1056,-61,-305,61,-45,77,1056,366,61,183,-53,57,29,6126,33360,100852,32,56520,1
60,12000,1,113,1058,-61,-244,-61,-46,77,1055,366,183,183,-53,57,29,6125,33360,100851,32,56520,1
61,12200,3,119,1054,0,-427,-61,-46,77,1056,427,183,122,-52,57,29,6127,33360,100851,32,55800,1
62,12400,5,111,1062,-183,-305,0,-46,79,1057,366,122,183,-54,57,30,6124,33360,100852,32,54000,1
63,12600,3,107,1064,-183,-305,-122,-43,75,1054,122,244,61,-53,56,30,6126,33360,100851,32,51840,1
64,12800,5,103,1054,-61,-305,0,-44,78,1054,427,122,122,-53,56,29,6126,33360,100851,32,50400,1
65,13000,3,105,1052,122,-488,-61,-45,72,1058,427,122,122,-53,58,29,6126,33360,100851,32,49320,1
66,13200,3,105,1058,-61,-122,-61,-46,80,1055,366,122,183,-53,58,29,6126,33360,100851,32,48240,1
67,13400,5,107,1056,-61,-488,-61,-44,78,1054,305,122,122,-52,57,28,6124,33360,100850,32,45900,1
68,13600,5,105,1054,61,-305,61,-45,76,1054,305,183,122,-53,57,29,6126,33360,100852,32,45900,1
69,13800,3,103,1052,61,-488,-183,-44,77,1056,366,122,244,-52,57,29,6126,33360,100851,32,41580,1
70,14000,3,107,1060,61,-488,-122,-46,76,1055,305,61,183,-52,59,30,6126,33360,100851,32,41580,1
71,14200,1,107,1056,-61,-183,-61,-45,78,1055,305,122,122,-54,57,29,6127,33360,100851,32,41940,1
72,14400,5,105,1056,0,-366,-61,-45,77,1057,366,244,244,-52,58,29,6128,33360,100850,32,41940,1
73,14600,5,107,1056,-61,-488,0,-45,77,1055,305,183,122,-54,58,31,6125,33360,100851,32,43560,1
74,14800,5,105,1058,61,-366,0,-45,75,1054,244,122,244,-52,59,29,6126,33360,100850,32,43560,1
75,15000,3,109,1064,-61,-427,61,-45,77,1055,305,122,183,-53,59,29,6126,33360,100850,31,43560,1
76,15200,5,111,1058,0,-244,61,-45,76,1054,427,122,244,-53,58,30,6126,33360,100849,32,43560,1
77,15400,3,113,1060,-61,-305,-122,-45,74,1053,305,183,122,-53,58,29,6126,33360,100850,32,42300,1
78,15600,5,105,1054,0,-366,-61,-46,76,1055,305,122,183,-53,58,30,6122,33360,100849,32,42300,1
79,15800,5,105,1058,-61,-244,0,-44,75,1054,366,122,183,-54,57,30,6125,33360,100852,32,43020,1
80,16000,3,103,1064,0,-427,-122,-46,78,1057,366,61,122,-52,58,29,6126,33360,100852,32,43020,1
81,16200,3,103,1060,-122,-305,-305,-32,73,1049,244,244,0,-53,57,29,6125,33360,100851,32,44460,1
82,16400,-13,74,1058,-183,-244,61,-46,76,1060,183,183,366,-54,56,28,6124,33360,100851,32,44460,1
83,16600,5,113,1066,-61,-366,-61,-47,83,1059,305,183,183,-52,56,29,6125,33360,100851,32,44820,1
84,16800,5,105,1058,-122,-122,0,-39,76,1054,244,244,183,-52,58,29,6123,33360,100851,32,44820,1
85,17000,3,109,1060,0,-183,244,-36,80,1051,488,244,488,-53,58,29,6124,33360,100851,32,44280,1
86,17200,1,109,1056,-61,-427,-122,-50,79,1058,244,122,61,-52,57,29,6126,33360,100850,32,44280,1
87,17400,5,105,1062,0,-366,61,-42,74,1052,366,183,305,-53,57,27,6125,33360,100850,32,42300,1
88,17600,5,99,1060,-61,-122,-61,-48,74,1055,366,122,122,-54,57,29,6126,33360,100850,32,42300,1
89,17800,5,101,1060,-61,-305,0,-47,75,1055,366,183,244,-53,58,29,6124,33360,100850,32,42120,1
90,18000,5,107,1052,-61,-366,-122,-43,76,1057,366,122,122,-54,57,29,6126,33360,100850,32,42120,1
91,18200,5,107,1058,61,-244,-61,-47,76,1058,427,122,122,-53,58,29,6125,33360,100850,32,43560,1
92,18400,3,101,1060,-122,-244,0,-45,77,1054,305,183,183,-54,58,29,6125,33360,100851,32,43560,1
93,18600,5,107,1062,0,-305,0,-45,77,1053,305,122,183,-53,58,29,6124,33360,100850,32,44280,1
94,18800,5,103,1062,-122,-305,61,-44,77,1054,366,122,122,-54,57,30,6125,33360,100850,32,44280,1
95,19000,0,107,1058,61,-427,0,-43,76,1054,366,122,122,-54,58,28,6127,33360,100849,31,46440,1
96,19200,5,107,1060,-122,-122,122,-46,75,1057,305,122,122,-53,59,28,6127,33370,100849,32,46440,1
97,19400,3,109,1058,61,-244,0,-46,77,1058,305,183,122,-53,57,30,6125,33360,100850,32,51120,1
98,19600,3,103,1054,-61,-427,0,-44,74,1054,305,183,244,-53,57,29,6125,33370,100850,32,51120,1
99,19800,3,109,1058,0,-305,-183,-45,75,1055,427,183,183,-52,58,29,6126,33370,100849,32,52200,1
100,20000,5,103,1054,0,-305,0,-46,78,1057,366,183,183,-53,58,29,6125,33370,100849,32,52200,1
101,20200,3,105,1064,-61,-244,0,-45,77,1055,305,122,122,-54,57,29,6126,33370,100849,32,52560,1
102,20400,5,105,1054,-61,-183,61,-46,74,1056,305,122,122,-52,58,29,6126,33370,100849,32,52560,1
103,20600,5,103,1060,0,-488,-61,-44,77,1056,305,122,183,-53,58,31,6126,33370,100848,32,52200,1
104,20800,5,101,1054,0,-305,61,-46,77,1054,427,183,183,-53,58,30,6126,33370,100849,32,52200,1
105,21000,3,109,1058,61,-549,0,-44,75,1056,427,244,183,-53,57,29,6126,33370,100848,32,51480,1
106,21200,3,103,1060,-61,-305,122,-44,75,1054,427,183,183,-53,58,30,6127,33370,100848,32,51480,1
107,21400,5,105,1054,-122,-305,61,-47,75,1054,427,122,61,-54,57,30,6127,33370,100849,32,51480,1
108,21600,5,105,1058,-61,-244,0,-46,77,1055,366,244,183,-54,57,30,6126,33360,100850,32,51480,1
109,21800,3,103,1054,-61,-366,0,-45,78,1055,366,122,305,-54,57,29,6126,33370,100849,32,51480,1
110,22000,3,109,1060,-122,-427,0,-46,77,1057,305,122,122,-52,57,29,6126,33360,100849,32,51480,1
111,22200,5,103,1058,0,-427,-61,-44,74,1055,305,183,183,-52,58,30,6127,33370,100850,32,51480,1
112,22400,5,107,1056,-61,-366,-122,-45,77,1055,305,183,244,-53,58,29,6126,33370,100851,32,51480,1
113,22600,3,101,1058,-61,-305,-61,-46,76,1054,305,183,244,-52,57,30,6124,33370,100850,32,51120,1
114,22800,3,103,1058,-61,-366,61,-44,75,1056,366,122,183,-53,56,29,6127,33370,100850,32,51120,1
115,23000,5,103,1054,-61,-183,0,-46,77,1055,305,183,122,-54,58,29,6127,33370,100850,32,49680,1
116,23200,3,101,1064,-61,-488,-61,-45,77,1056,427,183,183,-53,57,29,6126,33370,100851,32,49680,1
117,23400,5,109,1052,-122,-244,-61,-46,79,1055,244,122,183,-52,57,29,6124,33370,100850,32,48240,1
118,23600,5,109,1056,-61,-427,61,-45,78,1057,305,183,122,-52,57,30,6126,33370,100850,32,48240,1
119,23800,3,105,1058,-122,-305,61,-45,75,1054,366,122,122,-54,58,29,6126,33370,100850,32,47520,1
120,24000,3,109,1056,-183,-305,-61,-45,77,1057,427,183,183,-53,58,29,6126,33370,100850,32,47520,1
121,24200,5,105,1058,122,-183,-61,-44,77,1055,244,122,183,-53,59,29,6126,33370,100852,32,49680,1
122,24400,3,105,1058,-61,-427,61,-44,78,1055,305,183,244,-54,57,29,6125,33370,100852,32,53280,1
123,24600,7,105,1058,-183,-305,-61,-44,77,1055,305,183,122,-53,57,30,6125,33370,100852,32,53280,1
124,24800,3,107,1058,-61,-183,0,-45,76,1055,366,183,122,-53,57,29,6124,33370,100851,32,53280,1
125,25000,5,101,1062,-61,-244,-61,-46,76,1054,366,183,244,-53,57,29,6126,33370,100849,32,53280,1
126,25200,1,105,1058,-122,-244,-122,-45,76,1055,244,183,183,-53,58,30,6124,33370,100851,32,52920,1
127,25400,3,109,1058,-61,-244,122,-47,76,1055,305,183,122,-54,58,30,6125,33370,100850,32,52920,1
128,25600,5,103,1054,0,-366,0,-45,78,1056,427,122,183,-54,58,28,6126,33370,100849,32,49680,1
129,25800,5,107,1056,-122,-366,-61,-46,76,1054,305,183,122,-52,57,29,6125,33370,100851,32,49680,1
130,26000,5,107,1062,0,-610,-61,-44,76,1054,305,122,122,-54,58,30,6124,33370,100852,32,47880,1
131,26200,3,111,1056,0,-488,-122,-47,76,1055,305,183,244,-54,58,30,6124,33370,100852,32,47880,1
132,26400,5,107,1058,61,-305,0,-44,76,1056,305,122,122,-53,58,29,6125,33370,100852,32,45900,1
133,26600,5,103,1062,0,-427,-122,-46,77,1056,366,183,183,-52,58,30,6125,33370,100852,32,45900,1
134,26800,5,103,1052,-61,-366,0,-46,77,1056,305,183,122,-54,58,30,6123,33370,100852,32,47880,1
135,27000,3,109,1058,0,-427,0,-45,77,1056,305,122,183,-54,58,29,6124,33370,100851,32,47880,1
136,27200,3,101,1066,0,-183,0,-45,76,1056,244,183,122,-52,58,29,6126,33370,100850,32,50760,1
137,27400,3,113,1064,0,-427,-122,-45,78,1057,305,183,244,-54,58,29,6124,33370,100850,32,50760,1
138,27600,5,109,1056,-61,-549,-61,-44,77,1056,305,183,122,-53,57,29,6124,33370,100851,32,51840,1
139,27800,5,103,1056,61,-366,-61,-46,76,1054,244,183,183,-53,57,29,6125,33380,100850,32,51840,1
140,28000,7,105,1056,-61,-244,0,-43,77,1052,244,183,183,-54,57,28,6125,33380,100850,32,52200,1
141,28200,5,105,1060,0,-183,61,-48,78,1054,427,122,244,-53,58,29,6124,33380,100850,32,52200,1
142,28400,1,113,1064,-61,-366,61,-47,75,1055,366,183,183,-55,58,30,6124,33380,100849,32,51480,1
143,28600,3,109,1056,0,-122,-61,-44,77,1054,366,183,122,-54,58,29,6124,33380,100848,32,51480,1
144,28800,3,101,1058,-61,-366,-122,-46,76,1056,366,244,183,-53,56,30,6125,33380,100848,32,51120,1
145,29000,5,105,1056,-61,-366,61,-46,76,1055,366,122,122,-53,58,29,6124,33380,100849,32,51120,1
146,29200,5,109,1060,-61,-549,0,-45,76,1056,366,183,183,-52,58,29,6124,33380,100849,32,51120,1
147,29400,3,103,1056,-61,-183,0,-45,76,1057,366,183,183,-53,58,29,6123,33380,100849,32,51120,1
148,29600,5,105,1058,0,-305,-61,-44,78,1056,427,122,183,-53,58,28,6123,33380,100849,32,50760,1
149,29800,5,99,1062,-122,-366,61,-45,79,1055,427,183,122,-53,58,28,6124,33380,100849,32,50760,1
150,30000,3,103,1066,0,-244,0,-44,77,1053,366,122,183,-53,58,29,6124,33380,100849,32,50760,1
151,30200,3,107,1066,0,-366,0,-45,76,1055,366,183,183,-54,58,29,6124,33380,100849,32,50760,1
152,30400,3,99,1062,61,-427,-61,-44,76,1057,366,122,244,-54,58,29,6125,33380,100849,32,50760,1
153,30600,5,105,1060,61,-305,0,-46,77,1056,305,183,183,-52,58,29,6124,33380,100849,32,50760,1
154,30800,3,107,1060,0,-366,0,-43,76,1054,305,122,244,-54,57,30,6123,33390,100849,32,51120,1
155,31000,5,109,1058,0,-61,-183,-45,77,1053,366,122,183,-53,57,29,6123,33390,100848,32,51120,1
156,31200,5,103,1058,61,-244,0,-45,77,1055,305,183,183,-53,57,29,6125,33390,100848,32,50760,1
157,31400,5,105,1058,-61,-366,-61,-47,75,1053,305,122,183,-54,58,28,6122,33390,100849,32,50760,1
158,31600,3,101,1058,-61,-244,61,-46,75,1055,427,122,183,-53,57,30,6125,33390,100849,32,50760,1
159,31800,5,107,1058,0,-244,0,-45,78,1056,427,183,122,-53,57,29,6124,33390,100848,32,50760,1
160,32000,5,103,1062,0,-488,0,-44,77,1054,366,183,122,-52,57,31,6124,33390,100849,32,51120,1
161,32200,5,111,1058,61,-427,-61,-45,75,1055,305,122,122,-52,57,29,6124,33390,100849,32,51120,1
162,32400,5,64,1070,0,-183,61,-44,76,1054,305,183,122,-53,57,29,6122,33390,100849,32,51120,1
163,32600,7,35,1080,183,-366,-61,-45,80,1054,305,122,122,-52,57,30,6123,33390,100848,32,51120,1
164,32800,5,103,1035,183,-366,-183,-46,78,1053,305,183,183,-52,58,29,6125,33390,100847,32,50760,1
165,33000,3,107,1056,0,-427,-61,-45,78,1056,366,122,183,-53,58,29,6125,33390,100848,32,50760,1
166,33200,5,105,1056,0,-244,0,-43,77,1056,427,183,183,-54,58,29,6123,33390,100848,32,50400,1
167,33400,3,105,1052,0,-427,61,-44,77,1054,366,122,183,-54,56,28,6123,33390,100849,32,50400,1
168,33600,5,111,1060,-61,-427,61,-48,77,1054,305,183,183,-52,58,30,6123,33390,100847,32,50040,1
169,33800,5,103,1060,-61,-488,-122,-46,77,1054,366,244,244,-54,58,30,6124,33390,100847,32,50040,1
170,34000,3,105,1062,0,-305,0,-47,75,1053,427,122,183,-53,59,29,6122,33390,100848,32,50040,1
171,34200,5,103,1058,0,-244,61,-45,77,1057,366,183,183,-53,58,30,6124,33390,100848,32,50040,1
172,34400,5,103,1054,-61,-244,0,-44,76,1056,366,183,122,-55,58,29,6123,33390,100848,32,50040,1
173,34600,1,109,1050,-61,-366,61,-44,75,1055,366,122,183,-53,58,29,6124,33390,100850,32,50040,1
174,34800,7,107,1054,0,-244,-61,-44,78,1055,305,183,122,-53,58,30,6124,33390,100850,32,49680,1
175,35000,5,103,1056,-61,-305,-61,-46,75,1056,305,122,61,-53,57,29,6123,33390,100850,32,49680,1
176,35200,3,107,1056,-122,-366,-61,-49,74,1055,366,122,183,-53,57,30,6123,33390,100850,32,49680,1
177,35400,5,107,1054,61,-244,122,-45,77,1054,427,122,244,-54,57,29,6123,33390,100849,32,49680,1
178,35600,5,95,1058,61,-305,61,-47,74,1057,427,183,122,-53,58,29,6124,33390,100850,32,49680,1
179,35800,3,101,1060,0,-427,0,-49,73,1057,427,183,244,-53,58,30,6124,33390,100849,32,49680,1
180,36000,3,109,1056,-122,-366,-61,-46,77,1055,366,183,61,-54,57,29,6124,33400,100850,32,50040,1
181,36200,3,109,1066,0,-488,0,-47,79,1056,427,122,122,-52,58,29,6124,33400,100850,32,50040,1
182,36400,5,111,1052,-61,-183,-122,-43,80,1055,366,122,183,-54,58,30,6124,33400,100850,32,49680,1
183,36600,5,109,1060,61,-244,61,-46,76,1057,244,183,183,-53,57,29,6124,33400,100850,32,49680,1
184,36800,7,103,1052,-61,-366,0,-45,76,1055,366,122,244,-53,57,28,6123,33400,100850,32,49680,1
185,37000,3,107,1060,0,-366,0,-46,74,1057,427,61,183,-54,57,30,6124,33400,100848,32,49680,1
186,37200,3,105,1056,0,-366,61,-46,76,1055,366,183,183,-53,58,28,6125,33400,100848,32,49680,1
187,37400,1,105,1062,61,-366,-61,-46,74,1056,366,183,183,-53,57,29,6125,33400,100849,32,49680,1
188,37600,3,105,1058,-122,-488,-183,-44,76,1054,366,122,183,-53,56,29,6125,33400,100849,32,49680,1
189,37800,1,109,1060,-61,-366,-122,-43,77,1056,366,244,244,-53,58,29,6123,33400,100849,32,49680,1
190,38000,5,109,1064,0,-305,61,-45,78,1056,366,122,122,-52,57,29,6124,33400,100849,32,50040,1
191,38200,3,105,1064,0,-183,61,-45,77,1054,366,122,244,-54,58,29,6122,33400,100849,32,50040,1
192,38400,3,101,1060,0,-488,-183,-44,77,1056,366,122,183,-52,56,29,6124,33400,100849,32,49680,1
193,38600,5,105,1060,0,-427,-61,-45,76,1052,244,61,183,-53,58,29,6123,33400,100849,32,49680,1
194,38800,3,99,1058,0,-427,61,-47,74,1056,366,122,122,-53,58,29,6124,33400,100848,32,48960,1
195,39000,5,107,1060,-61,-305,0,-45,77,1054,427,61,244,-53,57,29,6124,33400,100848,32,48960,1
196,39200,5,105,1056,61,-305,-61,-42,77,1052,366,122,183,-53,59,29,6124,33400,100848,32,49680,1
197,39400,3,105,1060,0,-244,0,-45,77,1057,366,183,183,-54,58,29,6123,33400,100848,32,49680,1
198,39600,5,105,1056,61,-305,61,-46,76,1055,488,122,183,-54,59,29,6123,33400,100848,32,49320,1
199,39800,5,103,1058,-61,-305,0,-46,76,1055,366,183,183,-54,57,28,6124,33400,100848,32,49320,1
200,40000,5,101,1058,0,-305,122,-44,77,1055,366,183,244,-53,58,30,6121,33400,100848,32,48960,1
201,40200,3,101,1058,0,-244,0,-44,74,1055,305,183,183,-53,58,29,6124,33400,100847,32,48960,1
202,40400,0,101,1052,-61,-366,61,-46,77,1056,427,183,183,-54,58,30,6124,33400,100847,32,48600,1
203,40600,3,101,1056,-61,-366,-61,-46,77,1054,427,122,244,-52,58,29,6124,33400,100847,32,48600,1
204,40800,1,107,1062,-61,-366,61,-46,76,1056,427,183,183,-53,57,28,6123,33400,100847,32,48240,1
205,41000,3,109,1054,0,-183,0,-44,77,1055,366,122,122,-54,57,29,6123,33400,100847,32,48240,1
206,41200,5,107,1054,61,-488,61,-46,77,1056,366,122,183,-53,58,28,6124,33400,100847,32,48240,1
207,41400,5,107,1060,-122,-366,0,-46,76,1056,427,122,122,-53,56,29,6122,33400,100846,32,48240,1
208,41600,7,107,1066,0,-305,0,-43,76,1057,244,122,244,-52,58,29,6124,33400,100845,32,48240,1
209,41800,5,101,1060,0,-427,-122,-45,76,1055,488,122,122,-53,57,29,6123,33400,100845,32,48240,1
210,42000,5,97,1064,0,-427,-61,-45,75,1054,427,183,183,-54,58,29,6125,33400,100845,32,48240,1
211,42200,3,105,1048,0,-427,0,-45,75,1055,366,183,122,-54,57,30,6122,33400,100846,32,48240,1
212,42400,1,101,1066,0,-427,0,-44,74,1056,488,61,183,-53,57,28,6124,33410,100845,32,48600,1
213,42600,3,107,1058,0,-244,122,-46,76,1056,366,122,244,-53,58,29,6122,33400,100846,32,48600,1
214,42800,7,103,1066,-122,-488,-61,-43,75,1056,366,183,183,-54,58,30,6122,33400,100845,32,48600,1
215,43000,5,103,1058,-61,-244,61,-46,75,1054,305,244,183,-54,58,28,6122,33400,100845,32,48600,1
216,43200,3,103,1056,-61,-244,61,-46,76,1055,427,61,183,-53,58,29,6123,33400,100846,32,48600,1
217,43400,3,101,1058,-61,-244,-61,-45,76,1056,366,183,244,-52,58,30,6123,33410,100845,32,48600,1
218,43600,3,105,1058,61,-244,-122,-45,75,1054,305,122,183,-54,58,31,6124,33410,100845,32,49320,1
219,43800,5,103,1056,-122,-427,61,-45,76,1054,305,122,244,-54,57,29,6121,33410,100845,31,49320,1
220,44000,3,101,1054,-61,-183,-61,-46,74,1055,366,122,183,-53,58,28,6124,33410,100845,32,50400,1
221,44200,5,107,1058,-61,-305,0,-46,75,1054,427,122,183,-53,58,30,6123,33410,100845,32,50400,1
222,44400,3,99,1056,-61,-305,61,-44,77,1054,305,61,183,-53,57,30,6120,33410,100845,31,50760,1
223,44600,5,107,1058,-122,-366,0,-45,76,1055,427,122,183,-52,58,29,6124,33410,100844,32,50760,1
224,44800,5,105,1058,-61,-366,-61,-45,74,1054,366,183,244,-53,58,29,6124,33410,100845,32,51120,1
225,45000,5,109,1056,0,-488,61,-46,76,1057,305,183,183,-53,57,29,6124,33410,100845,31,51120,1
226,45200,5,109,1062,-122,-244,0,-45,76,1057,305,183,122,-54,57,29,6122,33410,100846,32,50760,1
227,45400,3,107,1060,-122,-366,61,-43,76,1056,366,183,183,-52,58,29,6124,33410,100845,32,50760,1
228,45600,0,103,1060,0,-305,61,-46,75,1056,305,122,122,-53,58,29,6122,33410,100845,31,51120,1
229,45800,3,105,1062,-183,-549,61,-46,77,1053,305,183,183,-53,57,29,6122,33410,100846,31,51120,1
230,46000,3,105,1058,-61,-427,-61,-45,74,1057,366,122,244,-53,57,30,6123,33410,100846,32,50760,1
231,46200,3,101,1058,0,-244,61,-44,75,1054,305,183,183,-53,58,30,6121,33410,100846,31,50760,1
232,46400,5,103,1052,-61,-183,-61,-48,77,1055,305,122,122,-54,58,29,6123,33410,100846,32,50760,1
233,46600,5,103,1060,-61,-305,-122,-46,74,1052,244,183,122,-54,59,29,6122,33410,100846,31,50760,1
234,46800,3,105,1056,-61,-244,0,-45,75,1055,305,183,122,-52,58,29,6123,33410,100845,32,51120,1
235,47000,1,105,1050,-61,-427,61,-45,76,1056,305,122,122,-52,58,30,6121,33410,100846,32,51120,1
236,47200,5,107,1062,0,-610,-122,-44,74,1056,305,122,122,-54,58,30,6123,33410,100846,32,50760,1
237,47400,3,107,1058,-183,-305,-122,-44,75,1053,305,183,122,-53,58,29,6121,33410,100846,32,50760,1
238,47600,5,107,1062,-61,-488,61,-48,75,1055,305,61,122,-52,58,30,6123,33410,100847,32,51120,1
239,47800,3,107,1064,-61,-488,61,-45,75,1055,305,122,122,-54,58,29,6122,33410,100846,32,51120,1
240,48000,1,107,1056,-122,-366,61,-44,74,1055,366,183,122,-54,57,29,6123,33410,100848,32,51120,1
